namc_code,namc_term_diacritical,query
PC-10.11,mahāviṣa-kandaviṣaḥ,"mahāviṣa kandaviṣaḥ mahāviṣa kandaviṣaḥ mahavisha kandavishah महाविष कन्दविषः the disorder is characterized by hr̥dayē granthiḥ [nodules in heart], bhr̥śaṁ śūlōdgamaḥ [severe pain]"
PC-10.12,karkaṭakaviṣaḥ,"karkaṭakaviṣaḥ karkaṭakaviṣaḥ karkatakavishah कर्कटकविषः the disorder is characterized by ūrdhvaṁ utpatati [falling from height], hasan dantān daśati [laughs, gnashes grind one's teeth]"
PC-11,sthāvaraviṣavēga,sthāvaraviṣavēga sthāvaraviṣavēga sthavaravishavega स्थावरविषवेग
PC-11.1,sthāvara-prathama-viṣavēgaḥ,"sthāvara prathama viṣavēgaḥ sthāvara prathama viṣavēgaḥ sthavara prathama vishavegah स्थावर प्रथम विषवेगः the disorder is characterized by śyāvā jihvā [blackish tongue], stabdhā jihvā [stiff tongue], mūrcchā [syncope attacks of swooning], śvāsaḥ [breathlessness difficult breathing], jihvāstambhaḥ [stiffness of tongue], trāsaḥ [fear], klamaḥ [exhaustion without exertion], vamiḥ [vomiting]"
PC-11.2,sthāvara-dvitīya-viṣavēgaḥ,"sthāvara dvitīya viṣavēgaḥ sthāvara dvitīya viṣavēgaḥ sthavara dvitiya vishavegah स्थावर द्वितीय विषवेगः the disorder is characterized by vēpathuḥ [shivering tremors], sādaḥ [exhaustion or tirednes of body], dāhaḥ [burning sensation], kaṇṭharujaḥ [pain in the throat], viṣamam āmāśayaprāptaṁ hr̥di vēdanām kurutē [poison reaches the stomach it causes pain in the region of the heart]"
PC-11.3,sthāvara-tr̥tīya/viṣavēgaḥ,"sthāvara tr̥tīya viṣavēgaḥ sthāvara tr̥tīya viṣavēgaḥ sthavara trutiya vishavegah स्थावर तृतीय विषवेगः the disorder is characterized by tāluśōṣam [dryness of palate], āmāśayaśūlam [colicky pain in epigastric region], durvarṇē lōcanē jāyētē [eyes become discoloured], haritē lōcanē jāyētē [eyes become greenish], śūnē lōcanē jāyētē [eyes become swollen], durbalē lōcanē jāyētē [weakness in eyes]"
PC-11.4,sthāvara-caturtha/viṣavēgaḥ,"sthāvara caturtha viṣavēgaḥ sthāvara caturtha viṣavēgaḥ sthavara caturtha vishavegah स्थावर चतुर्थ विषवेगः the disorder is characterized by pakvāśaya tōdaḥ [pain in rectum], āmāśaya tōdaḥ [pricking pain in stomach], hikkā [hiccup], kāsaḥ [cough], āntrakūjanam [barborygmus gurgling sound of intestines], śirōgauravaḥ [heaviness of head]"
PC-11.5,sthāvara-pañcama-viṣavēgaḥ,"sthāvara pañcama viṣavēgaḥ sthāvara pañcama viṣavēgaḥ sthavara pa~jcama vishavegah स्थावर पञ्चम विषवेगः the disorder is characterized by kaphaprasēkaḥ [mucoid expectoration], vaivarṇyam [discolouration], parvabhēdaḥ [breaking type of pain in small joints], sarvadōṣaprakōpaḥ [vitiation of all dōṣa], pakvādhānē vēdanā [pain in rectum]"
PC-11.6,sthāvara-ṣaṣṭha-viṣavēgaḥ,"sthāvara ṣaṣṭha viṣavēgaḥ sthāvara ṣaṣṭha viṣavēgaḥ sthavara shashtha vishavegah स्थावर षष्ठ विषवेगः the disorder is characterized by prajñāpraṇāśaḥ saṁjñāpraṇāśaḥ [loss of conciousness], bhr̥śam atisāryatē [severe diarrhoea]"
PC-11.7,sthāvara-saptama-viṣavēgaḥ,"sthāvara saptama viṣavēgaḥ sthāvara saptama viṣavēgaḥ sthavara saptama vishavegah स्थावर सप्तम विषवेगः the disorder is characterized by skandhabhaṅgaḥ [breaking sensation of shoulders drooping of shoulders], pr̥ṣṭhabhaṅgaḥ [paralysis of the muscles in back], kaṭībhaṅgaḥ [breaking sensation of waist], sannirōdhaḥ (ucchvāsasya) [difficult respiration], mr̥tyuḥ [death]"
PD,dūṣīviṣaḥ/kr̥trimaviṣaḥ,"dūṣīviṣaḥ kr̥trimaviṣaḥ dūṣīviṣaḥ kr̥trimaviṣaḥ dushivishah krutrimavishah दूषीविषः कृत्रिमविषः the disorder is characterized by bhinnapurīṣaḥ [loose stools], bhinnavarṇaḥ [change in normal complexion], vigandha mukhaḥ [foul odour from mouth], vairasya mukhaḥ [altered taste in the mouth], pipāsā [thirst], mūrcchā [syncope attacks of swooning], chardiḥ [vomiting], gadgadavāk [stuttering stammmering], viṣaṇṇaḥ [sadness depression], duṣyōdara liṅgāni [features of dūṣya udara], dhvastaśirōruhāṅgaḥ (yathā vilūnapakṣaḥ vihaṅgaḥ) [loss of hairs from all parts of the body], annamadaḥ [sense of intoxication after meal], avipākaḥ [indigestion], arōcakaḥ [tastelessness], maṇḍalaḥ [circular eruptions], kōṭhaḥ [wheal like skin eruptions], mōhaḥ [confusion delirium], dhātukṣayaḥ [diminution of dhatu emaciation], pāda śōphaḥ pādapraśōthaḥ [pedal oedema], karaśōphaḥ karapraśōthaḥ [swelling in hands], āsya śōphaḥ [swelling of mouth], dakōdaram udaram [clinical features of dakōdar], atisāraḥ [diarrhoea], vaivarṇyam [discolouration], viṣamajvaraḥ [clinical features of viṣamajvara], prabalāṁ tr̥ṣām [excessive thirst], unmādaḥ [insanity], ānāhaḥ [barborygmus with distention], śukra kṣapaṇam [loss of śukra], gādgadyaḥ [stuttering stammmering], kuṣṭhaḥ [skin diseases], aruḥ [red colored], kiṭibhaḥ [clinical features of kiṭibha], asūn harati [leads to death], śōphaḥ [oedema], pāṇḍuḥ [pallor], durnāmaḥ [haemorrhoids], māṁsakṣayaḥ [extreme wasting of muscles diminution of muscle mass], śvāsaḥ [breathlessness difficult breathing], jaṭhara pravr̥ddhiḥ [abdominal swelling], jvaraḥ [fever]"
PD-1,dūṣīviṣapūrvarupa,"dūṣīviṣapūrvarupa dūṣīviṣapūrvarupa dushivishapurvarupa दूषीविषपूर्वरुप the disorder is characterized by nidrā [sleep], gurutvam [heaviness of the body], vijr̥mbhaṇam [yawning], viślēṣaḥ [a sense of looseness of the joints], harṣaḥ [horripilation], aṅgamardaḥ [generalised bodyache]"
PD-2,dūṣīviṣa/kīṭadaṣṭaḥ,"dūṣīviṣa kīṭadaṣṭaḥ dūṣīviṣa kīṭadaṣṭaḥ dushivisha kitadashtah दूषीविष कीटदष्टः the disorder is characterized by kr̥ṣṇaḥ [blackish discoloration], śyāva [blackish discoloration], jālakāvr̥tam jālakācitam [appearance of web of vessels], dagdhākr̥tiḥ [burnt apperance], bhr̥śaṁpāki bhr̥śaṁ pākam [quick suppuration], klēdaḥ [moistening soddening], śōthaḥ [oedema], jvaraḥ [fever], ūrdhvākr̥tiḥ [elevated]"
PD-3,dūṣīviṣa/lūtādaṣṭaḥ,dūṣīviṣa lūtādaṣṭaḥ dūṣīviṣa lūtādaṣṭaḥ dushivisha lutadashtah दूषीविष लूतादष्टः
PD-4,pakvāśayastha-dūṣīviṣam,"pakvāśayastha dūṣīviṣam pakvāśayastha dūṣīviṣam pakvasayastha dushivisham पक्वाशयस्थ दूषीविषम् the disorder is characterized by anilapittarōgāḥ [vātapitta disorders], uddhvastaśirōruhāṅgaḥ [hairs fall down from head and body], vilūnapakṣastu yathā vihaṅgaḥ [individual looks like a bird that has withered wings]"
PD-5,dhātugata-dūṣīviṣam,"dhātugata dūṣīviṣam dhātugata dūṣīviṣam dhatugata dushivisham धातुगत दूषीविषम् the disorder is characterized by dhātuprabhavān vikārān [produces ailments due to involvement of the dhātus.e.g., rasa aversion to food, anorexia etc]"
PD-6,asādhya-dūṣīviṣaḥ,asādhya dūṣīviṣaḥ asādhya dūṣīviṣaḥ asadhya dushivishah असाध्य दूषीविषः
PD-7,dūṣīviṣōpadravaḥ,"dūṣīviṣōpadravaḥ dūṣīviṣōpadravaḥ dushivishopadravah दूषीविषोपद्रवः the disorder is characterized by jvaraḥ [fever], dāhaḥ [burning sensation], hikkā [hiccup], ānāhaḥ [barborygmus with distention], śukra saṁkṣayam [loss of śukra semen], śōphaḥ [oedema], atisāraḥ [diarrhoea], mūrcchā [syncope attacks of swooning], hr̥drōgaḥ [diseases of heart], jaṭharaḥ [abdominal distention], unmādaḥ [insanity], vēpathuḥ [shivering tremors]"
PE (SQ6Y),(a) jaṅgamaviṣaḥ,(a) jaṅgamaviṣaḥ (a) jaṅgamaviṣaḥ ja~ggamavishah जङ्गमविषः
PE-1,sarpaviṣaḥ,sarpaviṣaḥ sarpaviṣaḥ sarpavishah सर्पविषः
PE-1.1,sarpadaṣṭaḥ,sarpadaṣṭaḥ sarpadaṣṭaḥ sarpadashtah सर्पदष्टः
PE-1.1.1,sarpita-daṣṭaḥ,"sarpita daṣṭaḥ sarpita daṣṭaḥ sarpita dashtah सर्पित दष्टः the disorder is characterized by cañcumālakayutktaḥ [compact beak like ring mark], vaikr̥tyakaraṇaḥ [causes deformity], saṁkṣiptaḥ [minute], saśōphaḥ [associated with swelling]"
PE-1.1.2,radita/rudita-daṣṭaḥ,"radita rudita daṣṭaḥ radita rudita daṣṭaḥ radita rudita dashtah रदित रुदित दष्टः the disorder is characterized by salōhitarājyaḥ [bitten part is marked by reddish lines], nīlarājyaḥ [bitten part is marked by bluish lines], pītarājyaḥ [bitten part is marked by yellowish lines], sitarājyaḥ [bitten part is marked by white lines], alpaviṣam [less venomous]"
PE-1.1.3,nirviṣa-daṣṭaḥ,"nirviṣa daṣṭaḥ nirviṣa daṣṭaḥ nirvisha dashtah निर्विष दष्टः the disorder is characterized by aśōphaḥ [absence of swelling], alpaduṣṭāsr̥k [presence of slightly vitiated blood], prakr̥tisthadēhī [victim is perfectly normal], padaṁ padāni vā [one or more fang marks on the bitten spot]"
PE-1.2,darvīkara-sarpaviṣaḥ,"darvīkara sarpaviṣaḥ darvīkara sarpaviṣaḥ darvikara sarpavishah दर्वीकर सर्पविषः the disorder is characterized by tvak kr̥ṣṇatvam [blackish skin], nayanakr̥ṣṇatvam [blackish eyes], nakhakr̥ṣṇatvam [blackish nails], daśanakr̥ṣṇatvam [blackish teeth], vadanakr̥ṣṇatvam [blackish face], mūtrakr̥ṣṇatvam [blackish urine], purīṣakr̥ṣṇatvam [blackish feces], daṁśakr̥ṣṇatvam [blackish bite site], raukṣyam [dryness], śirōgauravam [heaviness of head], sandhivēdanā [pain in joints], kaṭidaurbalyam [weakness of lowback], pr̥ṣṭhadaurbalyam [weakness of back], grīvādaurbalyam [weakness of neck], jr̥ṁbhā [yawning], vēpathuḥ [shivering tremors], svarāvasādaḥ [sunken voice], ghurghurakaḥ [making ghhurghur sound], jaḍatā [dullness frigidity inactiveness], śuṣkōdgāraḥ [dry eructations], kāsaḥ [cough], śvāsaḥ [breathlessness difficult breathing], hikkā [hiccup], vāyōḥ ūrdhvagamanam [upward movement of vāyu], śulaḥ [colicky pain in the abdomen], udvēṣṭanam [convulsive movements of body], tr̥ṣṇā [thirst], lālāsrāvaḥ [salivation], phēnāgamanam [frothy vomiting], srōtōऽvarōdhaḥ [blocking of srōtas channels], vātavēdanā [pain of vāta origin]"
PE-1.2.1,darvīkarasarpaviṣavēga,darvīkarasarpaviṣavēga darvīkarasarpaviṣavēga darvikarasarpavishavega दर्वीकरसर्पविषवेग
PE-1.2.1.1,darvīkarasarpaviṣa-prathamaviṣavēgaḥ,"darvīkarasarpaviṣa prathamaviṣavēgaḥ darvīkarasarpaviṣa prathamaviṣavēgaḥ darvikarasarpavisha prathamavishavegah दर्वीकरसर्पविष प्रथमविषवेगः the disorder is characterized by śōṇitaṁ kr̥ṣṇatāmupaiti [blood turns to black], aṁgakārṣṇyam vaktrādiśyāvatā [darkness of body face], pipīlikā parisarpaṇam iva aṁgē kīṭakāḥ sarpanti iva [feeling of moving of ants on body]"
PE-1.2.1.2,darvīkarasarpaviṣa-dvitīyaviṣavēgaḥ,"darvīkarasarpaviṣa dvitīyaviṣavēgaḥ darvīkarasarpaviṣa dvitīyaviṣavēgaḥ darvikarasarpavisha dvitiyavishavegah दर्वीकरसर्पविष द्वितीयविषवेगः the disorder is characterized by atyarthaṁ kr̥ṣṇatā (aṅgē) [excessively blackness of bodyparts], śōphaḥ [oedema], granthayaḥ [nodular swelling]"
PE-1.2.1.3,darvīkarasarpaviṣa-tr̥tīyaviṣavēgaḥ,"darvīkarasarpaviṣa tr̥tīyaviṣavēgaḥ darvīkarasarpaviṣa tr̥tīyaviṣavēgaḥ darvikarasarpavisha trutiyavishavegah दर्वीकरसर्पविष तृतीयविषवेगः the disorder is characterized by dṁśaklēdaḥ daṁśaviklēdaḥ [wetness at bite site], śirōgauravam mūrdhagauravam [heaviness of body], svēdaḥ [perspiration], cakṣuḥ grahaṇam dr̥grōdhaḥ [lacking sight]"
PE-1.2.1.4,darvīkarasarpaviṣa-caturthaviṣavēgaḥ,"darvīkarasarpaviṣa caturthaviṣavēgaḥ darvīkarasarpaviṣa caturthaviṣavēgaḥ darvikarasarpavisha caturthavishavegah दर्वीकरसर्पविष चतुर्थविषवेगः the disorder is characterized by tandrā [drowsiness lassitude], prasēkaḥ [excessive salivation], sandhiviślēṣaḥ [loosening dislocation of joints], ṣṭhīvanam [spitting excess expectoration], vamiḥ [vomiting]"
PE-1.2.1.5,darvīkarasarpaviṣa-pañcamaviṣavēgaḥ,"darvīkarasarpaviṣa pañcamaviṣavēgaḥ darvīkarasarpaviṣa pañcamaviṣavēgaḥ darvikarasarpavisha pa~jcamavishavegah दर्वीकरसर्पविष पञ्चमविषवेगः the disorder is characterized by parvabhēdaḥ [breaking type of pain in small joints], hikkā hidhmā [hiccup], dāhaḥ [burning sensation], sandhiviślēṣaḥ [loosening dislocation of joints]"
PE-1.2.1.6,darvīkarasarpaviṣa-ṣaṣṭhaviṣavēgaḥ,"darvīkarasarpaviṣa ṣaṣṭhaviṣavēgaḥ darvīkarasarpaviṣa ṣaṣṭhaviṣavēgaḥ darvikarasarpavisha shashthavishavegah दर्वीकरसर्पविष षष्ठविषवेगः the disorder is characterized by atyarthagrahaṇīduṣṭiḥ [severe affliction of 'grahaṇī' organ], gātragauravam [heaviness of body parts], atisāraḥ [diarrhoea], hr̥tpīḍā [precordial pain cardiac pain], mūrcchā [syncope attacks of swooning], avipākaḥ [indigestion]"
PE-1.2.1.7,darvīkarasarpaviṣa-saptamaviṣavēgaḥ,"darvīkarasarpaviṣa saptamaviṣavēgaḥ darvīkarasarpaviṣa saptamaviṣavēgaḥ darvikarasarpavisha saptamavishavegah दर्वीकरसर्पविष सप्तमविषवेगः the disorder is characterized by ślēṣmavartiprādurbhāvaḥ [wick like thick mucoidal disharge from mouth], kaṭībhaṅgaḥ [breaking sensation of waist], pr̥ṣṭhabhaṅgaḥ [breaking sensation of the back], sarvacēṣṭāvighātaḥ sarvacēṣṭānivartanam [impairment of all functions], lālātipravr̥̄ttiḥ [excessive salivation], svēdātipravr̥ttiḥ [excessive sweating], ucchvāsanirōdhaḥ [difficult respiration], skandhabhaṅgaḥ [breaking sensation of shoulders drooping of shoulders]"
PE-1.2.2,asādhya-dārvīviṣa,asādhya dārvīviṣa asādhya dārvīviṣa asadhya darvivisha असाध्य दार्वीविष
PE-1.3,maṇḍalī-sarpaviṣaḥ,"maṇḍalī sarpaviṣaḥ maṇḍalī sarpaviṣaḥ mandali sarpavishah मण्डली सर्पविषः the disorder is characterized by tvagādīnāṁ pītatvam [yellowish discoloration of skin etc.], śītābhilāṣaḥ [desire for cold], paridhūpanam [fumigating sensation whole body burning sensation], dāhaḥ [burning sensation], tr̥ṣṇā [thirst], madaḥ [insanity], mūrcchā [syncope attacks of swooning], jvaraḥ [fever], śōṇitāgamanam (ūrdhvam) [bleeding from upper orifices of body], śōṇitāgamanam (adhaḥ) [bleeding from lower orifices of body], māṁsāvaśātanam [decaying of māṁsa], śvayathuḥ [swelling], dṁśakōthaḥ [necrosis at bite site], pītarūpadarśanam [yellowish appearance], āśukōpaḥ [quick anger], pittavēdanā [pain of pitta type ōśa, cōṣa etc.]"
PE-1.3.1,maṇḍalīsarpaviṣavēga,maṇḍalīsarpaviṣavēga maṇḍalīsarpaviṣavēga mandalisarpavishavega मण्डलीसर्पविषवेग
PE-1.3.1.1,maṇḍalīsarpaviṣa-prathamaviṣavēgaḥ,"maṇḍalīsarpaviṣa prathamaviṣavēgaḥ maṇḍalīsarpaviṣa prathamaviṣavēgaḥ mandalisarpavisha prathamavishavegah मण्डलीसर्पविष प्रथमविषवेगः the disorder is characterized by śōṇitaṁ praduṣṭaṁ pītatāmupaiti pītībhavatyasr̥k [poison affects the blood, viatiated blood becomes yellow], paridāhaḥ dāhaḥ [severe burning sensation], pītāvabhāsatā aṅgānāṁ pītāṅgatā [yellowish discoloration of the body]"
PE-1.3.1.2,maṇḍalīsarpaviṣa-dvitīyaviṣavēgaḥ,"maṇḍalīsarpaviṣa dvitīyaviṣavēgaḥ maṇḍalīsarpaviṣa dvitīyaviṣavēgaḥ mandalisarpavisha dvitiyavishavegah मण्डलीसर्पविष द्वितीयविषवेगः the disorder is characterized by pītatā atyartham [yellow colour], paridāhaḥ [severe burning sensation], daṁśaśvayathuḥ śvayathūdbhavaḥ [swelling at bite site]"
PE-1.3.1.3,maṇḍalīsarpaviṣa-tr̥tīyaviṣavēgaḥ,"maṇḍalīsarpaviṣa tr̥tīyaviṣavēgaḥ maṇḍalīsarpaviṣa tr̥tīyaviṣavēgaḥ mandalisarpavisha trutiyavishavegah मण्डलीसर्पविष तृतीयविषवेगः the disorder is characterized by cakṣurgrahaṇam [blurring of vision], tr̥ṣṇā [thirst], daṁśaklēdaḥ daṁśaviklēdaḥ [soddening at the site of bite], svēdaḥ [perspiration]"
PE-1.3.1.4,maṇḍalīsarpaviṣa-caturthaviṣavēgaḥ,maṇḍalīsarpaviṣa caturthaviṣavēgaḥ maṇḍalīsarpaviṣa caturthaviṣavēgaḥ mandalisarpavisha caturthavishavegah मण्डलीसर्पविष चतुर्थविषवेगः the disorder is characterized by jvaraḥ [fever]
PE-1.3.1.5,maṇḍalīsarpaviṣa-pañcamaviṣavēgaḥ,maṇḍalīsarpaviṣa pañcamaviṣavēgaḥ maṇḍalīsarpaviṣa pañcamaviṣavēgaḥ mandalisarpavisha pa~jcamavishavegah मण्डलीसर्पविष पञ्चमविषवेगः the disorder is characterized by sarvagātrēṣu paridāhaḥ sarvagātradāhaḥ [burning sensation throughout the whole body]
PE-1.3.1.6,maṇḍalīsarpaviṣa-ṣaṣṭhaviṣavēgaḥ,"maṇḍalīsarpaviṣa ṣaṣṭhaviṣavēgaḥ maṇḍalīsarpaviṣa ṣaṣṭhaviṣavēgaḥ mandalisarpavisha shashthavishavegah मण्डलीसर्पविष षष्ठविषवेगः the disorder is characterized by atyarthagrahaṇīduṣṭiḥ [severe affliction of 'grahaṇī' organ], gātragauravam [heaviness of body parts], atisāraḥ [diarrhoea], hr̥tpīḍā [precordial pain cardiac pain], mūrcchā [syncope attacks of swooning], avipākaḥ [indigestion]"
PE-1.3.1.7,maṇḍalīsarpaviṣa-saptamaviṣavēgaḥ,"maṇḍalīsarpaviṣa saptamaviṣavēgaḥ maṇḍalīsarpaviṣa saptamaviṣavēgaḥ mandalisarpavisha saptamavishavegah मण्डलीसर्पविष सप्तमविषवेगः the disorder is characterized by ślēṣmavartiprādurbhāvaḥ [wick like thick mucoidal disharge from mouth], kaṭībhaṅgaḥ [breaking sensation of waist], pr̥ṣṭhabhaṅgaḥ [breaking sensation of the back], sarvacēṣṭāvighātaḥ [impairment of all functions], lālātipravr̥̄ttiḥ [excessive salivation], svēdātipravr̥ttiḥ [excessive sweating], ucchvāsanirōdhaḥ [difficult respiration]"
PE-1.4,rājimat-sarpaviṣaḥ,"rājimat sarpaviṣaḥ rājimat sarpaviṣaḥ rajimat sarpavishah राजिमत् सर्पविषः the disorder is characterized by tvagādīnāṁ śuklatvam [whitish discolouration of skin etc.], śītajvaraḥ [fever with chills], rōmaharṣaḥ [horripilation], gātrastambhaḥ [stiffness of body parts], ādaṁśaśōphaḥ [swelling at bite site], sāndrakaphaprasēkaḥ [thick salivation], chardiḥ abhīkṣṇam [constant vomiting]"
PE-1.4.1,rājimat-sarpaviṣavēga,rājimat sarpaviṣavēga rājimat sarpaviṣavēga rajimat sarpavishavega राजिमत् सर्पविषवेग
PE-1.4.1.1,rājimat sarpaviṣa-prathamaviṣavēgaḥ,"rājimat sarpaviṣa prathamaviṣavēgaḥ rājimat sarpaviṣa prathamaviṣavēgaḥ rajimat sarpavisha prathamavishavegah राजिमत् सर्पविष प्रथमविषवेगः the disorder is characterized by raktaṁ pāṇḍutāṁ upaiti [blood becomes pale], rōmaharṣaḥ [horripilation], śuklāvabhāsatā [whitish discoloration]"
PE-1.4.1.2,rājimat sarpaviṣa-dvitīya viṣavēgaḥ,"rājimat sarpaviṣa dvitīya viṣavēgaḥ rājimat sarpaviṣa dvitīya viṣavēgaḥ rajimat sarpavisha dvitiya vishavegah राजिमत् सर्पविष द्वितीय विषवेगः the disorder is characterized by pāṇḍutā atyartham [severe pallor], jāḍyam [dullness frigidity inactiveness], śiraḥśōphaḥ [swelling of head]"
PE-1.4.1.3,rājimat sarpaviṣa-tr̥tīyaviṣavēgaḥ,"rājimat sarpaviṣa tr̥tīyaviṣavēgaḥ rājimat sarpaviṣa tr̥tīyaviṣavēgaḥ rajimat sarpavisha trutiyavishavegah राजिमत् सर्पविष तृतीयविषवेगः the disorder is characterized by cakṣurgrahaṇam [blurring of vision], daṁśaklēdaḥ [soddening at the site of the bite], svēdaḥ [perspiration], ghrāṇasrāvaḥ [nasal discharge], akṣisrāvaḥ [discharge from eyes]"
PE-1.4.1.4,rājimat sarpaviṣa-caturthaviṣavēgaḥ,"rājimat sarpaviṣa caturthaviṣavēgaḥ rājimat sarpaviṣa caturthaviṣavēgaḥ rajimat sarpavisha caturthavishavegah राजिमत् सर्पविष चतुर्थविषवेगः the disorder is characterized by manyāstambhaḥ [torticollis stiffness of neck], śirōgauram [heaviness of head]"
PE-1.4.1.5,rājimat sarpaviṣa-pañcamaviṣavēgaḥ,"rājimat sarpaviṣa pañcamaviṣavēgaḥ rājimat sarpaviṣa pañcamaviṣavēgaḥ rajimat sarpavisha pa~jcamavishavegah राजिमत् सर्पविष पञ्चमविषवेगः the disorder is characterized by vāksaṅgam [impediment of speech dysphasia], śītajvaram [fever with chills]"
PE-1.4.1.6,rājimat sarpaviṣa-ṣaṣṭhaviṣavēgaḥ,"rājimat sarpaviṣa ṣaṣṭhaviṣavēgaḥ rājimat sarpaviṣa ṣaṣṭhaviṣavēgaḥ rajimat sarpavisha shashthavishavegah राजिमत् सर्पविष षष्ठविषवेगः the disorder is characterized by atyarthagrahaṇīduṣṭiḥ [severe affliction of 'grahaṇī' organ], gātragauravam [heaviness of body parts], atisāraḥ [diarrhoea], hr̥tpīḍā [precordial pain cardiac pain], mūrcchā [syncope attacks of swooning], avipākaḥ [indigestion]"
PE-1.4.1.7,rājimat sarpaviṣa-saptamaviṣavēgaḥ,"rājimat sarpaviṣa saptamaviṣavēgaḥ rājimat sarpaviṣa saptamaviṣavēgaḥ rajimat sarpavisha saptamavishavegah राजिमत् सर्पविष सप्तमविषवेगः the disorder is characterized by ślēṣmavartiprādurbhāvaḥ [wick like thick mucoidal disharge from mouth], kaṭībhaṅgaḥ [breaking sensation of waist], pr̥ṣṭhabhaṅgaḥ [breaking sensation of the back], sarvacēṣṭāvighātaḥ [impairment of all functions], lālātipravr̥̄ttiḥ [excessive salivation], svēdātipravr̥ttiḥ [excessive sweating], ucchvāsanirōdhaḥ [difficult respiration]"
PE-1.5,puruṣasarpadaṣṭaḥ,puruṣasarpadaṣṭaḥ puruṣasarpadaṣṭaḥ purushasarpadashtah पुरुषसर्पदष्टः the disorder is characterized by ūrdhvaprēkṣaṇam [upward gaze]
PE-1.6,strīsarpadaṣṭaḥ,"strīsarpadaṣṭaḥ strīsarpadaṣṭaḥ strisarpadashtah स्त्रीसर्पदष्टः the disorder is characterized by adhōdarśanam [looking downwards], sirādarśanam lalāṭē [venous engorgement on forehead]"
PE-1.7,napuṁsakasarpadaṣṭaḥ,napuṁsakasarpadaṣṭaḥ napuṁsakasarpadaṣṭaḥ napumsakasarpadashtah नपुंसकसर्पदष्टः the disorder is characterized by tiryak prēkṣaṇam [looks side ways]
PE-1.8,garbhiṇīsarpadaṣṭaḥ,"garbhiṇīsarpadaṣṭaḥ garbhiṇīsarpadaṣṭaḥ garbinisarpadashtah गर्भिणीसर्पदष्टः the disorder is characterized by pāṇḍu mukhaḥ [pallor], dhmāta mukhaḥ [puffy face]"
PE-1.9,sūtikāsarpadaṣṭaḥ,"sūtikāsarpadaṣṭaḥ sūtikāsarpadaṣṭaḥ sutikasarpadashtah सूतिकासर्पदष्टः the disorder is characterized by kukṣiśūlaḥ [pain in abdomen flanks], sarudhiramēhanam [hematuria], upajihvikā [clinical features of upajivhika]"
PE-1.10,grāsārthisarpadaṣṭaḥ,grāsārthisarpadaṣṭaḥ grāsārthisarpadaṣṭaḥ grasarthisarpadashtah ग्रासार्थिसर्पदष्टः the disorder is characterized by annakāṅkṣā [craving for food]
PE-1.11,vr̥ddhasarpadaṣṭaḥ,"vr̥ddhasarpadaṣṭaḥ vr̥ddhasarpadaṣṭaḥ vruddhasarpadashtah वृद्धसर्पदष्टः the disorder is characterized by ciravēgaḥ [delayed poisoning], mandavēgaḥ [mild poisoning]"
PE-1.12,bālasarpadaṣṭaḥ,"bālasarpadaṣṭaḥ bālasarpadaṣṭaḥ balasarpadashtah बालसर्पदष्टः the disorder is characterized by āśuvēgaḥ [quick poisoning], mr̥duvēgaḥ [slow poisoning]"
PE-1.13,andhāhika sarpadaṣṭaḥ,andhāhika sarpadaṣṭaḥ andhāhika sarpadaṣṭaḥ andhahika sarpadashtah अन्धाहिक सर्पदष्टः the disorder is characterized by andhatvam [blindness]
PE-1.14,ajagarasarpadaṣṭaḥ,ajagarasarpadaṣṭaḥ ajagarasarpadaṣṭaḥ ajagarasarpadashtah अजगरसर्पदष्टः
PE-1.15,sadyaprāṇaharasarpadaṣṭaḥ,"sadyaprāṇaharasarpadaṣṭaḥ sadyaprāṇaharasarpadaṣṭaḥ sadyapranaharasarpadashtah सद्यप्राणहरसर्पदष्टः the disorder is characterized by śāstrāśanihata iva bhūmau patati [drops on the earth at very moment of bite and lies flaccid as if struck by a sharp weapon or by thunderbolt], srastāṅgaḥ [flaccidity laxity], svapnam [sleepy]"
PE-1.16,kr̥ṣṇasarpadaṁśaḥ,kr̥ṣṇasarpadaṁśaḥ kr̥ṣṇasarpadaṁśaḥ krushnasarpadamsah कृष्णसर्पदंशः
SQ60 (PE-1.17),(a) śaṅkhaviṣaḥ,"(a) śaṅkhaviṣaḥ (a) śaṅkhaviṣaḥ sa~gkhavishah शङ्खविषः it is characterised by sweating, tremor, dryness of mouth, vomiting, fever. this may be explained by: (a) rajas and tamas affecting the mind."
PE-1.18,asādhya-sarpadaṣṭaḥ,"asādhya sarpadaṣṭaḥ asādhya sarpadaṣṭaḥ asadhya sarpadashtah असाध्य सर्पदष्टः the disorder is characterized by phēnavamanam [frothy vomitus], saṁjñāhāniḥ [loss of conciousness], śyāvapādaḥ [dark brown coloured legs], śyāvakaraḥ [bluish black coloured hands], śyāvānanaḥ [dark brown coloured face], nāsāvasādaḥ [impaired functions of nose], aṅgabhaṅgaḥ [breaking type of pain in the body], viḍbhēdaḥ [altered stools loose motions], ślathasandhitā [loosening of joints]"
