namc_code,namc_term_diacritical,query
AAB-109,hikkā (kēvalavāta),hikkā (kēvalavāta) hikkā (kēvalavāta) hikka (kevalavata) हिक्का (केवलवात)
SL62(AAB-110),(a) hṛddravaḥ,(a) hṛddravaḥ (a) hṛddravaḥ hruddravah (kevalavata) हृद्द्रवः (केवलवात) it is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. this may be explained by: (a) vitiation of vata affecting the heart region.
SL60(AAB-111),(a) hṛnmohaḥ,(a) hṛnmohaḥ (a) hṛnmohaḥ hrunmohah (kevalavata) हृन्मोहः (केवलवात) it is characterised by decreased heart rate may be associated with decreased heart function. this may be explained by: (a) vitiated vata affecting pitta for intellect.
AAC,sāmānyajavātavikāraḥ,sāmānyajavātavikāraḥ sāmānyajavātavikāraḥ samanyajavatavikarah सामान्यजवातविकारः
AAC-1(SK30),(a) antarāyāmaḥ,(a) antarāyāmaḥ (a) antarāyāmaḥ antarayamah अन्तरायामः
AAC-2(SK30),(a) apatantrakaḥ,(a) apatantrakaḥ (a) apatantrakaḥ apatantrakah अपतन्त्रकः
AAC-2.1,asādhya-apatantrakaḥ,"asādhya apatantrakaḥ asādhya apatantrakaḥ asadhya apatantrakah असाध्य अपतन्त्रकः the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding heamorrhage], abhighātasamutthaḥ [caused by trauma]"
AAC-3(SK30),(a) apatānakaḥ,(a) apatānakaḥ (a) apatānakaḥ apatanakah अपतानकः
SK20(AAC-4),(a) arditaḥ,"(a) arditaḥ (a) arditaḥ arditah अर्दितः it is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth this may be explained by: (a) increased vatadosha affecting one half of the face."
AAC-4.1,ardita-pūrvarupam,"ardita pūrvarupam ardita pūrvarupam ardita purvarupam अर्दित पूर्वरुपम् the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering tremors], āvilanētraḥ [turbid muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]"
AAC-4.2,asādhya-arditaḥ,"asādhya arditaḥ asādhya arditaḥ asadhya arditah असाध्य अर्दितः the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ vēpanam [tremors], animiṣākṣasya [unable to close eye]"
AAC-5(SP0Y),(a) asthiprabhedaḥ,(a) asthiprabhedaḥ (a) asthiprabhedaḥ asthiprabedah अस्थिप्रभेदः
SP00(AAC-6),(a) asthiśoṣaḥ,"(a) asthiśoṣaḥ (a) asthiśoṣaḥ asthisoshah अस्थिशोषः it is characterised by atrophy, weakness of bones; may lead to fractures. this may be explained by: (a) weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha."
SN08(AAC-7),(a) vātāṣṭhīlā,"(a) vātāṣṭhīlā (a) vātāṣṭhīlā vatashthila वाताष्ठीला it is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. this may be explained by: (a) vitiated vatadosha affecting urinary system."
SP15(AAC-8),(a) avabāhukaḥ,"(a) avabāhukaḥ (a) avabāhukaḥ avabahukah अवबाहुकः ""it is characterised by pain, stiffness and restricted movements of the shoulder joint. this may be explained by: (a) increased vatadosha affecting the nerves and vessels of shoulder region."
SK55(AAC-9),(a) ūrustambhaḥ,"(a) ūrustambhaḥ (a) ūrustambhaḥ urustambah adhyavatah ऊरुस्तम्भः आढ्यवातः it is characterised by flaccidity,log like immobility of the thighs. this may be explained by: (a) obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism)."
AAC-9.1,ūrustambha-pūrvarūpam,"ūrustambha pūrvarūpam ūrustambha pūrvarūpam urustamba purvarupam ऊरुस्तम्भ पूर्वरूपम् the disorder is characterized by dhyānaḥ [insensibility meditatitve appearance], nidrā [sleep], atistaimityam stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia fatigue of calf muscles], ūrusadanam [fatigue weakness in thighs]"
AAC-9.2(SK55),(a) asādhya-ūrustambhaḥ,(a) asādhya ūrustambhaḥ (a) asādhya ūrustambhaḥ asadhya urustambah असाध्य ऊरुस्तम्भः
AAC-10(SP2Y ),(a) aṃsaśoṣaḥ,(a) aṃsaśoṣaḥ (a) aṃsaśoṣaḥ amsasoshah अंसशोषः
AAC-10(SP2Y ),(a) aṃsaśoṣaḥ,(a) aṃsaśoṣaḥ (a) aṃsaśoṣaḥ amsasoshah अंसशोषः
SK30(AAC-11),(a) ākṣepakaḥ,"(a) ākṣepakaḥ (a) ākṣepakaḥ akshepakah आक्षेपकः it is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. this may be explained by: (a) vitiated vatadosha affecting motor faculties."
SM31(AAC-12),(a) ādhmānam,"(a) ādhmānam (a) ādhmānam adhmanam आध्मानम् it is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. this may be explained by: (a) aggravation of descending vata affecting the excretory functions."
AAC-12.1(SM31),"(a) pratyādhmānaḥ,                    (a) pratyānāhaḥ","(a) pratyādhmānaḥ, (a) pratyānāhaḥ (a) pratyādhmānaḥ, (a) pratyānāhaḥ pratyadhmanah pratyanahah प्रत्याध्मानः प्रत्यानाहः"
AAC-13(SK30),(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ bahirayamah bahyayamah dhanuhstambah बहिरायामः बाह्यायामः धनुःस्तम्भः
AAC-13.1(SK30),(a) asādhyadhanuṣkaṃpa,(a) asādhyadhanuṣkaṃpa (a) asādhyadhanuṣkaṃpa asadhyadhanushkampa असाध्यधनुष्कंप
SM75(AAC-14),(a) ūrdhvavātaḥ,"(a) ūrdhvavātaḥ (a) ūrdhvavātaḥ urdhvavatah ऊर्ध्ववातः it is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. this may be explained by: (a) reversal of kindling vata, descending vata functions."
AAC-15(SK22),(a) ekāṅgavātaḥ,(a) ekāṅgavātaḥ (a) ekāṅgavātaḥ eka~ggavatah एकाङ्गवातः
AAC-16(SK5Y),(a) kalāyakhañjaḥ,(a) kalāyakhañjaḥ (a) kalāyakhañjaḥ kalayakha~jjah कलायखञ्जः
AAC-17(SP10),(a) kroṣṭukaśīrṣaḥ,(a) kroṣṭukaśīrṣaḥ (a) kroṣṭukaśīrṣaḥ kroshtukasirshah क्रोष्टुकशीर्षः
AAC-18(SK2Y),(a) khañjaḥ (a) khañjatvam,(a) khañjaḥ (a) khañjatvam (a) khañjaḥ (a) khañjatvam kha~jjah kha~jjatvam खञ्जः खञ्जत्वम्
SP20(AAC-19),(a) khallī,"(a) khallī (a) khallī khalli खल्ली it is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. it may be shifting in nature. this may be explained by: (a) severe vitiation of vatadosha."
SP41(AAC-20),(a) gṛdhrasī,"(a) gṛdhrasī (a) gṛdhrasī grudhrasi गृध्रसी it is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. this may be explained by: (a) vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain)."
AAC-20.1,vātikagr̥dhrasī,"vātikagr̥dhrasī vātikagr̥dhrasī vatikagrudhrasi वातिकगृध्रसी the disorder is characterized by kramāt sphik kaṭi pr̥ṣṭha ūru jānu jaṅghā padēṣu stambhaḥ [gradual stiffness in gluteal region low back upper back thigh knee calf muscles feet], spandatē muhuḥ [constant frequent throbbing twiching sensation], sakthi nigr̥hṇana [supression holding down of thighs], jānusaṁdhi sphuraṇam [twitching sensation in knee], jānusaṁdhi stabdhatā [stiffness in knee joint], kaṭisaṁdhi sphuraṇam [twitching sensation in waist], kaṭisaṁdhi stabdhatā [stiffness of lowback], ūrusaṁdhi sphuraṇam [twitching sensation in thigh], ūrusaṁdhi stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha pravakratā [bending flexion of the body]"
AAC-20.2,vātakaphaja-gr̥dhrasī,"vātakaphaja gr̥dhrasī vātakaphaja gr̥dhrasī vatakapaja grudhrasi वातकफज गृध्रसी the disorder is characterized by kramāt sphik kaṭi pr̥ṣṭha ūru jānu jaṅghā padēṣu stambhaḥ [gradual stiffness in gluteal region low back upper back thigh knee calf muscles feet], spandatē muhuḥ [constant frequent throbbing twiching sensation], sakthi nigr̥hṇana [supression holding down of thighs], tandrā [drowsiness lassitude], gauravam [heaviness], arōcakaḥ bhaktadvēṣaḥ [tastelessness aversion to food], vahnimārdavam [diminution of agni hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]"
AAC-21(SK22),(a) jihvāstambhaḥ,(a) jihvāstambhaḥ (a) jihvāstambhaḥ jihvastambah जिह्वास्तम्भः
SM83(AAC-22),(a) tūnī,"(a) tūnī (a) tūnī tuni तूनी it is characterised by spasmodic pain in loin radiating to pubic region and thigh. it may be associated with haematuria, chills and fever. this may be explained by: (a) obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain."
AAC-239(SK30),(a) daṇḍāpatānakaḥ,(a) daṇḍāpatānakaḥ (a) daṇḍāpatānakaḥ dandapatanakah दण्डापतानकः
SK22(AAC-24),(a) pakṣāghāta (a) pakṣavadhaḥ,"(a) pakṣāghāta (a) pakṣavadhaḥ (a) pakṣāghāta (a) pakṣavadhaḥ pakshaghata pakshavadhah पक्षाघात पक्षवधः it is characterised by loss of mobility or flaccidity of one side of the body. may be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. this may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions."
AAC-24.1,kaphānvitapakṣāghātaḥ,"kaphānvitapakṣāghātaḥ kaphānvitapakṣāghātaḥ kapanvitapakshaghatah कफान्वितपक्षाघातः the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]"
AAC-24.2,pittānvitapakṣāghātaḥ,"pittānvitapakṣāghātaḥ pittānvitapakṣāghātaḥ pittanvitapakshaghatah पित्तान्वितपक्षाघातः the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope attacks of swooning]"
AAC-24.3,bāla-pakṣāghātaḥ,bāla pakṣāghātaḥ bāla pakṣāghātaḥ bala pakshaghatah बाल पक्षाघातः
AAC-25(SP9Y),(a) pādadāhaḥ,(a) pādadāhaḥ (a) pādadāhaḥ padadahah पाददाहः
AAC-26(SP9Y),(a) pādaharṣaḥ,(a) pādaharṣaḥ (a) pādaharṣaḥ padaharshah पादहर्षः
AAC-27(SM83),(a) pratitūnī,(a) pratitūnī (a) pratitūnī pratituni प्रतितूनी
AAC-28,pratyaṣṭhīlā,"pratyaṣṭhīlā pratyaṣṭhīlā pratyashthila प्रत्यष्ठीला the disorder is characterized by rujaḥ atyugrarujā [pain excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta rōdhanam vātanirōdhaḥ [obstruction to flatus], viḍ rōdhanam [obstruction to feces], mūtra rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines barborygmus], udarādhmānam [distention of abdomen]"
AAC-29,vraṇāyāmaḥ,vraṇāyāmaḥ vraṇāyāmaḥ vranayamah व्रणायामः
SK21(AAC-30),(a) paṅguḥ,"(a) paṅguḥ (a) paṅguḥ pa~gguh पङ्गुः it is characterised by flaccidity, loss of function in both lower limbs. this may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions."
SL21(AAC-31),(a) minminaḥ,"(a) minminaḥ (a) minminaḥ minminah मिन्मिनः it is characterised by hypernasal voice leading to nasal twang. this may be explained by: (a) obstruction to oral, nasal passages, vitiation of vata."
AAC-32,manyāstambhaḥ,manyāstambhaḥ manyāstambhaḥ manyastambah मन्यास्तम्भः the disorder is characterized by manyāstambhaḥ [torticollis stiffness of neck]
SL07(AAC-33),(a) mūkatvam,(a) mūkatvam (a) mūkatvam mukatvam मूकत्वम् it is characterised by inability to speak. this may be explained by: (a) vatadosha and kaphadosha affecting speech faculties.
SP40(AAC-34),(a) vātakaṇṭakam,(a) vātakaṇṭakam (a) vātakaṇṭakam vatakantakam वातकण्टकम् it is characterised by pain in heel especially during walking. this may be explained by: (a) increased vatadosha affecting the heel.
SK51(AAC-35),(a) viśvācī,"(a) viśvācī (a) viśvācī visvaci विश्वाची it is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. may be associated with, insomnia, temporary loss of hearing, memory. this may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms."
SK52(AAC-36),(a) kampaḥ,"(a) kampaḥ (a) kampaḥ kampah vepathuh कम्पः वेपथुः it is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. this may be explained by: (a) aggravation of vata affecting the motor system."
AAC-37,śirōgrahaḥ,śirōgrahaḥ śirōgrahaḥ sirograhah शिरोग्रहः
AAC-38(SK22),(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,(a) sarvāṅgavātaḥ (a) sarvāṅgarogaḥ (a) sarvāṅgavātaḥ (a) sarvāṅgarogaḥ sarva~ggavatah sarva~ggarogah सर्वाङ्गवातः सर्वाङ्गरोगः
AAC-39(SL7Y),(a) sirāgrahaḥ,(a) sirāgrahaḥ (a) sirāgrahaḥ siragrahah सिराग्रहः
AAC-40(SK5Y),(a) hanugrahaḥ (a) hanusraṃsa,(a) hanugrahaḥ (a) hanusraṃsa (a) hanugrahaḥ (a) hanusraṃsa hanugrahah hanusramsa हनुग्रहः हनुस्रंस
SR20(AAD),(a) āvaraṇa,"(a) āvaraṇa (a) āvaraṇa avruta vatah avaranavata आवृत वातः आवरणवात it is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms. this may be explained the occlusion of the free flowing and all pervading vata dosha or subtype of it by one another or by pitta, kapha, tissues, food and excreta."
AAD-1,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,anyōnyāvaraṇaḥ paraspara āvaraṇaḥ anyōnyāvaraṇaḥ paraspara āvaraṇaḥ anyonyavaranah paraspara avaranah अन्योन्यावरणः परस्पर आवरणः
AAD-1.1,prāṇāvr̥tavyānavātaḥ,"prāṇāvr̥tavyānavātaḥ prāṇāvr̥tavyānavātaḥ pranavrutavyanavatah प्राणावृतव्यानवातः the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]"
AAD-1.2,vyānāvr̥taprāṇavātaḥ,"vyānāvr̥taprāṇavātaḥ vyānāvr̥taprāṇavātaḥ vyanavrutapranavatah व्यानावृतप्राणवातः the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts]"
