namc_code,namc_term_diacritical,short_definition,long_definition
SH-4.4,hr̥̄dayōpasaraṇam/hr̥dagraha virēcanavyāpad,-,"the disorder is characterized by hikkā [hiccup], kāsaḥ [cough], pārśvārtiḥ [pain in sides of chest/flanks], dainyam [apathy], lālā [salivation], akṣivibhramaḥ [agitation of the eyes], jihvāṁ khādati [bites his tongue], niḥsañjñaḥ [unconscious], dantān kiṭikiṭāpayan [gnashes-grind one's teeth]"
SH-4.5,gātragraha virēcana vyāpada,-,"the disorder is characterized by stambhaḥ [rigidity/stiffness], vēpathuḥ [shivering/tremors], nistōdaḥ [pricking type of pain], sādaḥ [exhaustion or tirednes of body], udvēṣṭanam [spasm], manthanam [pain as churning out]"
SH-4.6,jīvādānam virēcanavyāpad,-,"the disorder is characterized by jīvaṁ harati śōṇitam [death due to blood loss], tūṣṇā [thirst], mūrcchā [syncope/attacks of swooning], madaḥ [insanity]"
SH-4.7,vibhraṁśa: virēcanavyāpad,-,the disorder is characterized by kaṇḍvādi [itching etc]
SH-4.8,stambhaḥ virēcana vyāpada,-,"the disorder is characterized by vātasaṅgaḥ [retention of vāyu/ flatus], gudastambhaḥ [stiffness in anal region], gudaśūlam [proctalgia], alpaśaḥ kṣarati [morbid dōṣa get eliminated only in small quantities]"
SH-4.9,upadravaḥ virēcana vyāpada,-,"the disorder is characterized by sarvagātrēṣu ghōra-stambhaḥ [serious type of stiffness], sarvagātrēṣu ghōra-śūlam [serious type of pain all over the body], muhyataḥ [loss of consciousness]"
SH-4.10,klamaḥ virēcana vyāpad,-,"the disorder is characterized by satandrāgauravaṁ klamam [mental fatigue associated with drowsiness and heaviness], daurbalyam [weakness], aṅgasādam [exhaustion or tirednes to body / inability to perform physical activities]"
SH-4.11,vibandhavyāpat,-,"the disorder is characterized by vātagrahaḥ [obstruction of flatus], mūtragrahaḥ [obstruction/retention in the passage of urine], śakr̥dgrahaḥ [obstruction/retension of faeces], āṭōpaḥ [gurgling sound of the intestines/ barborygmus], dāhaḥ [burning sensation], jvaraḥ [fever], tīvravēdanā [severe pain]"
SH-5,sāvaśēṣauṣadha-vyāpad,-,"the disorder is characterized by klamaḥ [exhaustion without exertion], dāhaḥ [burning sensation], aṅgasadanam [exhaustion or tirednes to body / inability to perform physical activities], bhramaḥ [giddiness or dizziness], mūrcchā [syncope/attacks of swooning], śirōrujā [headache], aratiḥ [distress/dicontent/restlessness], balahāniḥ [loss of physical strength or weakness], sāvaśēṣauṣadhākr̥tiḥ [Manifestation due to residual drug in therapeutic purgation], tr̥ṣṇā [thirst], pārśvaśūlam [pain in sides of chest/flanks], chardiḥ [vomiting], parvabhēdaḥ [breaking type of pain in small joints], hr̥llāsaḥ [nausea], udgāra-aviśuddhiḥ [foul eructation]"
SI,bastikarma-cikitsāpacāraḥ,-,-
SI-1,bastivyāpadaḥ,-,-
SI-1.1,ayōga basti vyāpad,-,"the disorder is characterized by gurukōṣṭhatvam [heaviness in the gastro intestinal tract], vātagraham [retention of flatus], mūtragraham [obstruction/retention in the passage of urine], śakr̥dgraham [obstruction/retension of faeces], nābhirujam [pain in the umblical region], bastirujam [pain in basti/ urinary bladder region], dāham [burning sensation], hr̥llēpam [a feeling as if the heart is adhered with sticky material], gudaśvayathum [oedema in the rectum], kaṇḍūḥ [itching], gaṇḍam [nodular swelling], vaivarṇyam [discolouration], arucim [tastelessness], vahnimārdavam [weaking of agni]"
SI-1.2,atiyōga-bastivyāpad,-,"the disorder is characterized by tasya liṅgaṁ cikitsā ca śōdhanābhyāṁ samā bhavēt [same as that of ati-yōga of emetic and purgation therapy .i.e.,], tr̥ṭ [thirst], mōhaḥ [confusion/delirium], mūrcchā [syncope/attacks of swooning], anilakōpaḥ [clinical features of vāta prakōpa], nidrāhāniḥ/nidrābhāvaḥ [insomnia], balahāniḥ/balābhāvaḥ [loss of physical strength or weakness], kaphāsrapittakṣayajā (vikārāḥ) [diseases due to diminution of kapha, rakta and pitta], suptiḥ [numbness], aṅgamardaḥ [generalised bodyache], klamaḥ [exhaustion without exertion], vēpanam [shivering/tremors], tamaḥpravēśaḥ [feels as entering into darkness], unmādaḥ [insanity], hikkā [hiccup]"
SI-1.3,klama-bastivyāpad,-,"the disorder is characterized by klamaḥ [exhaustion without exertion], vidāham [internal burning sensation], hr̥cchūlam [pain in the precordium/cardiac region], mōham [confusion/delirium], vēṣṭanam [feeling as if wrapped/cramps], gauravam [heaviness]"
SI-1.4,ādhmāna-bastivyāpad,-,"the disorder is characterized by ādhmānam [abdominal distension], marmapīḍanam [severe form of flatulance as if marma is afflicted], vidāham [internal burning sensation], gurukōṣṭham [heaviness of the gastro intestinal tract], muṣkavēdanām [scrotal pain], vaṅkṣaṇavēdanām [pain in groins], śūlaiḥ hr̥dayaṁ ruṇaddhi [cardiac pain], itaścētaśca dhāvati [wandering character]"
SI-1.5,hikkā-bastivyāpad,-,the disorder is characterized by hikkā [hiccup]
SI-1.6,hr̥tprāpti-bastivyāpad,-,the disorder is characterized by hr̥dayaṁ ghaṭṭayēd [afflicts the heart]
SI-1.7,ūrdhvatā basti vyāpad,-,the disorder is characterized by mūrcchāvikāram [syncope/attacks of swooning]
SI-1.8,pravāhikā basti vyāpad,-,"the disorder is characterized by pravāhikā [passes stool frequently], bastiśōphaḥ [swelling in basti/ urinary bladder], pāyuśōphaḥ [swelling in anus], jaṅghāsadanam [asthenia/ fatigue of calf muscles], ūrusadanam [fatigue / weakness in thighs]"
SI-1.9,śirō arti basti vyāpad,-,"the disorder is characterized by grīvāgrahaḥ [stiffness of neck], manyāgrahaḥ [neck stiffness], śiraḥ bhinatti [vāyu gets struck up in head], kaṇṭhaṁ bhinatti [vāyu gets struck up in throat], bādhiryam [deafness/ hearing impairment], karṇanādam [tinnitus], pīnasam [cold, catarrh], nētravibhramam [agitation of the eyes]"
SI-1.10,aṅgārti-bastivyāpad,-,"the disorder is characterized by aṅgarujā [pain in the body], gātravēṣṭanam [cramps], nistōdaḥ [pricking type of pain], bhēdaḥ [breaking type of pain], sphuraṇaḥ [pulsating sensation], jr̥mbhaṇaḥ [yawning]"
SI-1.11,parikartikā basti vyāpad,-,"the disorder is characterized by trikatōdam [pricking pain in lumbar region], vaṅkṣaṇatōdam [pricking pain in groins], bastitōdam [pricking pain inbasti/ urinary bladder], nābhēradhō rujam [pain in the lower abdomen], vibandhaḥ [constipation], (purīṣasya) alpālpam utthānam [frequent voiding of stool in small quantities]"
SI-1.12,parisrāva-bastivyāpad,-,"the disorder is characterized by vidagdhaḥ [inflammed anus], anēkavarṇavat asraṁ pittaṁ sravati [exudation of blood and pitta having variegated colour], bahuvēgēna sāryatē [forceful elimination], asakr̥t mōhaṁ gacchati [continuously results in fainting]"
SI-2,āsthāpana/nirūha basti karma cikitsāpacāra,-,-
SI-2.1,nirūha-atiyōgaḥ,-,"the disorder is characterized by suptiḥ [numbness], aṅgamardaḥ [generalised bodyache], klamaḥ [exhaustion without exertion], vēpanam [shivering/tremors], nidrā-abhāvaḥ [insomnia], balābhāvaḥ [debility], tamaḥpravēśaḥ [feels as entering into darkness], unmādaḥ [insanity], hikkā [hiccup], mūrcchā [syncope/attacks of swooning], gudabhraṁśaḥ/gudaniḥsaraṇam [rectal prolapse], kaphātiyōgaḥ [excessive elimination of kapha], śūlōdgamaḥ [onset of colicky pain], dōṣarahitam udakaṁ pravartatē / niḥślēṣmapittam udakaṁ sravēt [watery discharge without dōṣa], raktaṁ pravartatē / salōhitam udakaṁ sravēt [blood tinged watery discharge], mēdōmāṁsadhāvanōpamam udakaṁ pravartatē [watery discharge resemble fatty meat washing], māṁsadhāvanatulyam udakaṁ sravēt [watery discharge resemble raw meat washing], mēdaḥkhaṇḍābham udakaṁ sravēt [watery discharge fatty washing], kr̥ṣṇaṁ pravartatē / kr̥ṣṇam udakaṁ sravēt [blackish watery discharge], śvētam udakaṁ sravēt [whitish watery discharge], tr̥ṣṇā/tr̥ṣyataḥ [thirst], mārutārtaḥ [afflicted with vāta], bhramaḥ [giddiness or dizziness], nētrapravēśanam [protruding eyes]"
SI-2.2,nirūhabasti-ayōgaḥ,-,"the disorder is characterized by śirōruk [headache], hr̥dayaruk [pain in the pericordial region/ angina pectoris], gudaruk [pain in anal region], bastiruk [pain in basti/ urinary bladder region], liṅgaruk [pain in genital region], śōphaḥ [oedema], pratiśyāyaḥ [cold, catarrh], vikartikā [gripping pain], hr̥llāsikā [nausea], mārutasaṅgaḥ/vātasaṅgaḥ/vātagrahaḥ [retention of vāyu/ flatus], mūtrasaṅgaḥ [obstruction/retention in passage of urine], śvāsaḥ [breathlessness/difficult breathing], prasēkaḥ [excessive salivation], hr̥dayāśuddhiḥ/hr̥t-aśuddhiḥ [precordial discomfort with nausea], kukṣi-aśuddhiḥ [feeling of fullness of abdomen], kaphapittōtklēśaḥ [aggravation of kapha and pitta], ādhmānam [abdominal distension], aruciḥ/arōcakaḥ [tastelessness], chardiḥ [vomiting], tandrā [drowsiness/lassitude], staimityam [a sensation of being covered with wet clothes], agnisādaḥ [diminution of agni (digestive power)], gurugātratā/gauravam [heaviness of the body], paridāhaḥ/vidāhaḥ [severe burning sensation], kaṇḍūḥ [itching], viṭsaṅgaḥ/viṭgrahaḥ [retension of faeces], bhramaḥ [giddiness or dizziness], piṭakā/piṭikā [papules]"
SI-2.3,nirūha-mithyāyōga/āsthāpanasya vyāpadaḥ,-,-
SI-2.3.1,ajīrṇa-atisnigdha-pītasnēhānāṁ āsthāpanavyāpadaḥ,-,"the disorder is characterized by dūṣyōdaram [clinical features of dūṣyōdara], mūrcchā [syncope/attacks of swooning], śvayathuḥ [oedema]"
SI-2.3.2,"utkliṣṭadōṣa, mandāgnēra āsthāpanasya vyāpadaḥ",-,the disorder is characterized by tīvra-arōcakaḥ [severe type of anorexia]
SI-2.3.3,yānaklāntasya āsthāpanasya vyāpadaḥ,-,the disorder is characterized by āśu dēhaṁ śōṣayēt [instantaneous emaciation of the body]
SI-2.3.4,atidurbala-kṣutārta-tr̥ṣṇārta-śramārtānāṁ āsthāpanavyāpadaḥ,-,the disorder is characterized by āśu dēhaṁ śōṣayēt [instantaneous emaciation of the body]
SI-2.3.5,atikr̥śasya āsthāpanavyāpadaḥ,-,the disorder is characterized by kārśyaṁ punarjanayēt [causes more emaciation]
SI-2.3.6,"bhuktabhakta,pītōdakasya āsthāpanasya vyāpadaḥ",-,the disorder is characterized by kṣipraṁ ghōrān vikārāñjanayēt [instantaneous serious ailments]
SI-2.3.7,vamitaviriktayō āsthāpanavyāpadaḥ,-,the disorder is characterized by rūkṣaṁ śarīraṁ nirūhaḥ kṣataṁ kṣāra iva dahēt [administration of niruha vasti burns his dehydrated body as if it is ulcerated by the application of alkalis]
SI-2.3.8,kr̥tanasta:karmaṇa,-,the disorder is characterized by bhr̥śasaṁruddhasrōtasaḥ vibhraṁśam (indriyāṇāṁ vibhraṁśam) [obstruction of channels of circulation causes impairment of senses]
SI-2.3.9,kruddhabhītayō āsthāpanavyāpadaḥ,-,the disorder is characterized by ūrdhvam upaplavēt [agitation in upper part of the body]
SI-2.3.10,matta mūrcchitayōra āsthāpanasya vyāpadaḥ,-,the disorder is characterized by cittōpaghātaḥ [mental damage]
SI-2.3.11,prasakta cchardirniṣṭhīvikā śvāsa kāsahikkārtānāṁ āsthāpanas,-,the disorder is characterized by vāyurūrdhvaṁ bastiṁ nayēt [enema moves upward due to aggravated vāyu]
SI-2.3.12,baddhacchidrōdakōdarādhmānārtānāṁ āsthāpanavyāpadaḥ,-,the disorder is characterized by bhr̥śataram ādhmāpya prāṇān hiṁsyāt [severe distention leads to death]
SI-2.3.13,alasakavisūcikāmaprajātāmātisāriṇāṁ āsthāpanavyāpadaḥ,-,the disorder is characterized by āmadōṣaḥ [clinical features of āma]
SI-2.3.14,madhumēhakuṣṭhinō āsthāpanavyāpadaḥ,-,the disorder is characterized by vyādhēḥ punarvr̥ddhiḥ [aggravates the clinical features of madhumēha kuṣṭa]
SI-3,anuvāsana/snēha bastikarma cikitsāpacāraḥ,-,-
SI-3.1,anuvāsanātiyōgaḥ/snēhabasti-atiyōgaḥ,-,"the disorder is characterized by hr̥llāsaḥ [nausea], mōhaḥ [confusion/delirium], klamaḥ [exhaustion without exertion], sādaḥ [exhaustion or tirednes of body], mūrcchā [syncope/attacks of swooning], vikartikā [gripping pain], dāhaḥ [burning sensation], pravāhakaraḥ [continuous discharge], artikaraḥ [creates pain/ distress]"
SI-3.2,anuvāsanavastyayōgaḥ/snēhabasti-ayōgaḥ,-,"the disorder is characterized by adhaḥśarīraruk [pain in lower part of the body], udararuk [pain in abdomen], bāhuruk [pain in arms], pr̥ṣṭharuk [pain in back], pārśvaruk [pain in sides of chest/flanks], rūkṣagātram [dryness of the body], kharagātram [roughness of the body], viṭgrahaḥ [obstruction in the passage of stool], mutragrahaḥ [obstruction/retention in the passage of urine], samīraṇagrahaḥ [obstruction in the passage flatus]"
SI-3.3,anuvāsana-mithyāyōgaḥ,-,-
SI-3.3.1,abhuktabhaktasya anuvāsanavyāpadaḥ,-,the disorder is characterized by ūrdhvam ativartatē snēhaḥ [oil enema spreads upwards]
SI-3.3.2,navajvara pāṇḍurōga kāmalā pramēhiṇāṁ anuvāsanasya vyāpadaḥ,-,the disorder is characterized by udaram [abdominal enlargement / clinical features of ascites]
SI-3.3.3,arśasasya anuvāsanavyāpadaḥ,-,the disorder is characterized by arśāṁsi abhiṣyandya ādhmānaṁ kuryāt [stickiness in the piles leading to abdominal distension]
SI-3.3.4,arōcakārtasya anuvāsanasya vyāpadaḥ,-,the disorder is characterized by annagr̥ddhiṁ hanyāt [impairs desire for food]
SI-3.3.5,mandāgni-durbalayōḥ anuvāsanavyāpadaḥ,-,the disorder is characterized by mandataram agniṁ kuryāt [diminution of agni]
SI-3.3.6,pratiśyāyaplīhādimatāṁ anuvāsanavyāpadaḥ,-,the disorder is characterized by bhr̥śam utkliṣṭadōṣāṇāṁ bhūya ēva dōṣaṁ vardhayēt [excessive aggravation of the already aggravated dōṣa]
SI-3.4,snēhabastivyāpadaḥ,-,-
SI-3.4.1,vātāvr̥tasnēha-snēhabastivyāpad,-,"the disorder is characterized by aṅgamardaḥ [generalised bodyache], jvaraḥ [fever], ādhmānam [abdominal distension], śītam [feeling of cold], stambham [rigidity/stiffness], ūrupīḍanam [pain in the thighs], pārśvaruk [pain in sides of chest/flanks], pārśvavēṣṭanam [cramps in the sides of chest]"
SI-3.4.2,pittāvr̥tasnēha-snēhabastivyāpad,-,"the disorder is characterized by dāhaḥ [burning sensation], rāgaḥ [redness/congestion], tr̥ṣā [thirst], mōhaḥ [confusion/delirium], tamakaḥ [black outs], jvaraḥ [fever]"
SI-3.4.3,ślēṣmāvr̥tasnēha-snēhabastivyāpad,-,"the disorder is characterized by tandrā [drowsiness/lassitude], śītajvaraḥ [fever with chills], ālasyaḥ [lethargy], prasēkaḥ [excessive salivation], aruciḥ [tastelessness], gauravaḥ [heaviness], sammūrcchā [syncope], glāniḥ [fatigue in mind and body]"
SI-3.4.4,aśanāvr̥tasnēha-snēhabastivyāpad,-,"the disorder is characterized by chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], aruciḥ [tastelessness], glāniḥ [fatigue in mind and body], śūlam [colicky pain in the abdomen], nidrā [sleep], aṅgamardaḥ [generalised bodyache], āmaliṅgāni [signs of āma], dāhaḥ [burning sensation]"
SI-3.4.5,viḍāvr̥tasnēha-snēhabastivyāpad,-,"the disorder is characterized by viṭsaṅgaḥ [retension of faeces], mutrasaṅgaḥ [obstruction/retention in passage of urine], anilasaṅgaḥ [obstruction to the passage of flatus], artiḥ [pain], gurutvam [heaviness], ādhmānam [abdominal distension], hr̥dgrahaḥ [stiffness in cardiac region]"
SI-3.4.6,abhuktapraṇīta-snēhabastivyāpad,-,the disorder is characterized by ūrdhvaṁ dhāvati tataḥ kaṇṭhād ūrdhvēbhyaḥ khēbhya ēti [enema fluid goes up and comes out from the throat or through the orifices in the upper part of the body]
SI-4,yāpanabasti-atiyōgaḥ,-,"the disorder is characterized by śōphaḥ [oedema], agnināśaḥ [loss of agni (digestive power)], pāṇḍutvam [pallor], śūlam [colicky pain in the abdomen], arśaḥ [haemorrhoids], parikartikā [cutting type of pain in anus], jvaraḥ [fever], atisāraḥ [diarrhoea]"
SJ,raktamōkṣaṇa-apacāraḥ,-,-
SJ-1,raktamōkṣaṇa-ayōgaḥ,-,"the disorder is characterized by śōphaḥ [oedema], dāhaḥ [burning sensation], rāgaḥ [redness/congestion], pākaḥ [inflammation/suppuration], vēdanā [pain]"
SJ-2,raktamōkṣaṇa-atiyōgaḥ,-,"the disorder is characterized by śirōऽbhitāpaḥ [burning sensation in head], āndhyaḥ [blindness], adhimanthaḥ [eye disease - glacouma], timiraḥ [errors of refraction/partial blindness], dhātukṣayaḥ [diminution of dhātu/ emaciation], ākṣēpakaḥ [convulsion], dāhaḥ [burning sensation], pakṣāghātaḥ [hemiplegia], ēkāṅgavikāram [monoplegia], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pāṇḍurōgaḥ [pallor/ clinical features of paṇḍu], maraṇam [death]"
SJ-3,raktamōkṣamithyāyōga,-,"the disorder is characterized by gambhīra-śvayathuḥ [profound swelling], stambhaḥ [rigidity/stiffness], kampaḥ [tremors], snāyu-āmayāḥ [diseases of tendons and veins], sirā-āmayāḥ [diseases of tendons and veins], glāniḥ [fatigue in mind and body], vātōtthāḥ vikārāḥ [other diseases of vāta origin]"
SJ-4,duṣṭaraktastaṁbhanam,-,"the disorder is characterized by raktapittam [bleeding disorder], jvaraṁ [fever], tr̥ṣṇā [thirst], agnisādam [diminution of agni (digestive power)], arōcakam [tastelessness], kāmalām [clinical features of kāmalā], śvayathum [swelling], gudasaṁśrayaṁ śūlam [anal pain], vaṅkṣaṇasaṁśrayaṁ śūlam [pain in groins], kaṇḍūḥ [itching], aruḥ [redness], kōṭhaḥ [wheal like skin eruptions], piḍakā [papule/ eruptions], kuṣṭhaḥ [skin diseases], pāṇḍu [clinical features of pāṇḍu], vātavibandham [obstruction to passage of flatus], mūtravibandham [obstruction to passage of urine], purīṣavibandham [retention/obstruction to passage of feces], śirōrujam [headache], staimityam [a sensation of being covered with wet clothes], gurugātratvam [heaviness of the body], anyāḥ raktajāḥ gadāḥ [other diseases of rakta origin]"
SK,nasyakarma-cikitsāpacāraḥ,-,-
SK-1,nasya-atiyōgaḥ,-,"the disorder is characterized by śirōऽrtiḥ [headache], akṣi-artiḥ [pain in eyes], śaṅkha-artiḥ [pain in temporal parts], śravaṇa-artiḥ [pain in ears], śirastōdaḥ [pricking type of pain in head], akṣitōdaḥ [pricking type of pain in eyes], śaṅkhatōdaḥ [pricking type of pain in temporal parts], śravaṇatōdaḥ [pricking type of pain in ears], timiram [fainting/ blackouts/ partial blindness]"
SK-2,nasya-ayōgaḥ,-,"the disorder is characterized by galōpalēpaḥ [adhesion of sticky material in the throat], śirasō gurutvam [heaviness of the head], niṣṭhīvanam [spitting]"
SK-3,nasya-mithyāyōgaḥ/śirōvirēcanamithyāyōgaḥ/nasyavyāpadaḥ,-,-
SK-3.1,ajīrṇi-bhuktabhaktayōrnasyavyāpadaḥ,-,"the disorder is characterized by kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], chardiḥ [vomitings], pratiśyāyaḥ [cold, catarrh]"
SK-3.2,pītasnēhamadyatōyapātukāmānāṁ nasyavyāpadaḥ,-,"the disorder is characterized by mukhasrāvaḥ [salivation], nāsāsrāvaḥ [discharge from the nose], akṣyupadēhaḥ [stickiness of eyes], timiraḥ [errors of refraction/partial blindness], śirōrōgaḥ [diseases of the head]"
SK-3.3,snātaśirasaḥ nasyavyāpadaḥ,-,"the disorder is characterized by pratiśyāyaḥ [cold, catarrh]"
SK-3.4,kṣudhārtasya nasyavyāpadaḥ,-,the disorder is characterized by vātaprakōpaḥ [clinical features of vāta prakōpa]
SK-3.5,tr̥ṣṇārtasya nasyavyāpadaḥ,-,"the disorder is characterized by tr̥̄ṣṇābhivr̥ddhiḥ [intense thirst], mukhaśōṣaḥ [dryness of mouth]"
SK-3.6,śrāntapipāsitakṣudhitānāṁ vamanavyāpadaḥ,-,the disorder is characterized by cittōpaghātaḥ [mental damage]
SK-3.7,śastradaṇḍahatayō nasyavyāpadaḥ,-,the disorder is characterized by tīvrataraṁ rujam [excruciating pain]
SK-3.8,vyavāyavyāyāmapānaklāntānāṁ nasyavyāpadaḥ,-,"the disorder is characterized by śiraḥpīḍanam [pain in head], skandhapīḍanam [pain in shoulders], nētrapīḍanam [pain in eyes], uraḥpīḍanam [pain in chest]"
SK-3.9,navajvaraśōkābhitaptayō nasyavyāpadaḥ,-,"the disorder is characterized by timiraḥ [errors of refraction/partial blindness], jvaravr̥ddhiḥ [aggravation of fever]"
SK-3.10,viriktasya nasyavyāpadaḥ,-,the disorder is characterized by indriyōpaghātaḥ [affliction of sense organs]
SK-3.11,anuvāsitasya nasyavyāpadaḥ,-,"the disorder is characterized by śirōgurutvam [heaviness of head], [], []"
SK-3.12,garbhiṇyā nasyavyāpadaḥ,-,"the disorder is characterized by garbhaṁ stambhayēt [growth of foetus is arrested], kāṇaḥ [blind by one eye], kuṇiḥ [with deformity of upper limbs/ hump backed], pakṣahataḥ [hemiplegic], pīṭhasarpī [with deformity of the lower limbs]"
SK-3.13,navapratiśyāyārtasya nasyavyāpadaḥ,-,the disorder is characterized by srōtāṁsi vyāpādayēt [morbidity to channels of circulation]
SK-3.14,anr̥tau durdinē ca nasyavyāpadaḥ,-,"the disorder is characterized by śītadōṣāḥ [ailments due to cold], pūtinasyaḥ [putrified rhinitis], śirōrōgaḥ [diseases of the head]"
SK-4,snēhananasya-ayōgaḥ/hīnayōgaḥ,-,"the disorder is characterized by vātavaiguṇyam [derangement/impairment of vāta], indriyāṇāṁ rūkṣatā [dryness of sense organs], rōga-aśāntiḥ [no relief from the disease]"
SK-5,snēhananasya-atiyōgaḥ,-,"the disorder is characterized by kaphaprasēkaḥ [mucoid expectoration], śirasō gurutā [heaviness of the head], indriyavibhramaḥ [abnormality in the functioning of sense organs]"
SK-6,śirōvirēcananasya-ayōgaḥ/hīnayōgaḥ,-,"the disorder is characterized by kaṇḍūḥ [itching], upadēhaḥ [greasiness /annointing], srōtasāṁ gurutā [heaviness in the channels], kaphasaṁsravaḥ [secretion of mucus]"
SK-7,śirōvirēcananasya-atiyōgaḥ,-,"the disorder is characterized by mastuluṅgāgamaḥ [protrusion of the brain matter], vātavr̥ddhiḥ [features of increased vāta], indriyavibhramaḥ [abnormality in the functioning of sense organs], śirasaḥ śūnyatā [feeling of emptiness in the head]"
SL,dhūmapāna-apacāraḥ,-,-
SL-1,akāladhūmapānaḥ,-,"the disorder is characterized by bhramaḥ/śirōbhramaḥ [giddiness or dizziness], mūrcchā [syncope/attacks of swooning], śirōrujā [headache], ghrāṇa-dāruṇōpaghātaḥ [disturbed function, injury of nose], śrōtra-dāruṇōpaghātaḥ [disturbed function, injury of ears], akṣi-dāruṇōpaghātaḥ [disturbed function, injury of eyes], jihvā-dāruṇōpaghātaḥ [disturbed function, injury of tongue], raktapittaḥ [bleeding disorder], bādhiryaḥ [deafness/ hearing impairment], āndhyam [blindness], tr̥ṭ [thirst], mūkatvam [dumbness/ aphasia], madaḥ [intoxication]"
SL-2,dhūmapāna-ayōgaḥ,-,"the disorder is characterized by aviśuddhaḥ svaraḥ [not clear voice], sakaphaḥ kaṇṭhaḥ [throat filled with kapha/ mucus], stimitō mastakaḥ [feeling of head as if wrapped with wet cloth], rōgāpraśamanaḥ [disease not pacified]"
SL-3,dhūmapāna-atiyōgaḥ,-,"the disorder is characterized by tāluśōṣaḥ [dryness of palate], mūrdhaśōṣaḥ [feeling, dryness in head], kaṇṭhaśōṣaḥ/galaśōṣaḥ [dryness in the throat], tāluparitāpaḥ/tāluparidāhaḥ [hotness in palate], mūrdhaparitāpaḥ/śirōऽbhitāpaḥ [hotness in head], kaṇṭhaparitāpaḥ/galaparidāhaḥ [hotness in throat], tr̥ṣā/pipāsā [thirst], mōhaḥ [confusion/delirium], raktam adhikaṁ sravatē/raktapittaḥ [profuse bleeding], atyarthaṁ śirōbhramaḥ [severe giddiness or dizziness], mūrcchā [syncope/attacks of swooning], indriyōpatāpaḥ [impairment of the functions of sense organs], bhramaḥ [giddiness or dizziness], madaḥ [intoxication], karṇakṣvēḍaḥ [constant sound (flute like) in ear], dr̥ṣṭirōgaḥ [diseases of eyes], nāsārōgaḥ [diseases of nose], daurbalyam [weakness], jvaraḥ [fever], indriyōpaghātaḥ [affliction of sense organs], tālupākaḥ [inflammation of palate], dhūmāyanam [smoky/fuming sensation], chardiḥ [vomiting], mr̥tyuḥ [death]"
SL-4,dhūmapānamithyāyōga,-,"the disorder is characterized by bādhiryam [deafness/ hearing impairment], āndhyam [blindness], mūkatvam [dumbness/ aphasia], raktapittam [bleeding disorder], śirōbhramam [giddiness], tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], madaḥ [intoxication], mōhaḥ [confusion/delirium]"
SM,kavala-cikitsāpacāraḥ,-,-
SM-1,kavala-hīnayōgaḥ,-,"the disorder is characterized by jāḍyam [dullness/ frigidity/inactiveness], kaphōtklēśaḥ [nausea with mucous], arasajñānam [ageusia]"
SM-2,kavala-atiyōgaḥ,-,"the disorder is characterized by aruciḥ [tastelessness], pākaḥ [stomatitis], tr̥ṣṇā [thirst]"
SN,āścyōtana-apacāraḥ,-,-
SN-1,āścyōtana-ayōgaḥ,-,the disorder is characterized by vikāravr̥ddhiḥ/na rōgaśāntiḥ [aggravation of disease]
SN-2,āścyōtana-atiyōgaḥ,-,"the disorder is characterized by kaṣāyavartmatā [lids getting hard and causing sound], gharṣam [rubbing friction], kr̥cchrāt unmēṣaṇam [difficulty in opening the lids], saṅkōcaḥ [contraction of eyelids], sphuraṇam [pulsating sensation], unmīlanam [winking of eyelids], pravāta-asahatvam [unable to tolerate wind]"
SN-3,atiśīta-āścyōtanaḥ,-,"the disorder is characterized by nistōdaḥ [pricking type of pain], staṁbhaḥ [fixedness of eye], vēdanā [pain], aśruḥ [lacrimation], gharṣaḥ [rubbing friction]"
SN-4,atyuṣṇatīkṣṇa-āścyōtanaḥ,-,"the disorder is characterized by ruk [pain], rāgaḥ [redness/congestion], dr̥knāśaḥ [loss of vision], dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], dr̥ṣṭidaurbalyam [debility of vision]"
SN-5,aparisruta-āścyōtanaḥ,-,"the disorder is characterized by aśruḥ [lacrimation], gharṣaḥ [rubbing friction], vēdanā [pain], saṁrambhaḥ [redness/ congesion/ inflammation]"
SO,añajana-apacāraḥ,-,-
SO-1,añjana-mithyāyōgaḥ,-,"the disorder is characterized by saṁrambhaḥ [redness/ congesion/ inflammation], aśruḥ [lacrimation], vēdanā [pain], āvilatvam [turbidity/dirtiness], uṣā [burning sensation with sweating and restlessness], rāgaḥ [redness/congestion], dūṣikā [rheum], nistōdam [pricking type of pain], kr̥cchrōnmīlanam [difficulty in opening the eyelids], śvayathuḥ [swelling], śukraḥ [A morbid affection of the iris, change of colour, ulceration, and accompanied by imperfect vision], timiraḥ [errors of refraction/partial blindness]"
SO-2,añjanātiyōgaḥ,-,"the disorder is characterized by santāpaḥ [burning sensation], nistōdaḥ [pricking type of pain], śūlam [intermittent pain], stambhaḥ [loss of movement], gharṣaḥ [rubbing friction], aśru [lacrimation], dāruṇapratibōdhaḥ [difficulty in opening the lids], kaṣāyavartmatā [lids getting hard and causing sound], śirōruk [headache], dr̥ṣṭidaurbalyam [debility of vision]"
SO-3,lēkhanāñjana-apacāraḥ,-,-
