Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term,system,code,term,display_name,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM
2406,,,,,Pattern of disorders in last stage of pregnancy,"In this period there is vulnerability to disorders like bleeding per vagina, constipation, loss of appetite, vaginal itching, palpitation, etc.",,"a‘rāḍ-i-ākhir-i-ḥaml a‘rāḍ-i-ākhir-i-ḥaml a‘rāḍ-i-ākhir-i-ḥaml a‘rāḍ-i-ākhir-i-ḥaml اعراض آخر حمل اعراض آخر حمل اعراض آخر حمل اعراض آخر حمل pattern of disorders in last stage of pregnancy pattern of disorders in last stage of pregnancy pattern of disorders in last stage of pregnancy in this period there is vulnerability to disorders like bleeding per vagina, constipation, loss of appetite, vaginal itching, palpitation, etc.",a‘rāḍ-i-ākhir-i-ḥaml,unani,O-604,A‘rāḍ-i-Ākhir-i-Ḥaml,A‘rāḍ-i-Ākhir-i-Ḥaml,2407,O-604,اعراض آخر حمل,A‘rāḍ-i-Ākhir-i-Ḥaml
2407,,,,,Pattern of disorders in post partum period,"This pattern extends till 40 days after delivery. In this period there is vulnerability to disorders like fever, palpitation, pain in uterus, burning micturition, delirium, melancholia, etc",,"a‘rāḍ-i-nifās a‘rāḍ-i-nifās a‘rāḍ-i-nifās a‘rāḍ-i-nifās اعراض نفاس اعراض نفاس اعراض نفاس اعراض نفاس pattern of disorders in post partum period pattern of disorders in post partum period pattern of disorders in post partum period this pattern extends till 40 days after delivery. in this period there is vulnerability to disorders like fever, palpitation, pain in uterus, burning micturition, delirium, melancholia, etc",a‘rāḍ-i-nifās,unani,O-605,A‘rāḍ-i-Nifās,A‘rāḍ-i-Nifās,2408,O-605,اعراض نفاس,A‘rāḍ-i-Nifās
2408,,,,,Predominance of Dam,"Quantitative increase in volume of Dam exerting pressure on the vessels that may lead to heaviness in the body in general and eyes, head and temporal region in particular and may also lead to bleeding due to rupture of delicate vessels",,"ghalaba’-i-dam ghalaba’-i-dam ghalaba’-i-dam ghalaba’-i-dam غلبۂ دم غلبۂ دم غلبۂ دم غلبۂ دم predominance of dam predominance of dam predominance of dam quantitative increase in volume of dam exerting pressure on the vessels that may lead to heaviness in the body in general and eyes, head and temporal region in particular and may also lead to bleeding due to rupture of delicate vessels",ghalaba’-i-dam,unani,O-24.5,Ghalaba’-i-Dam,Ghalaba’-i-Dam,2409,O-24.5,غلبۂ دم,Ghalaba’-i-Dam
2409,,,,,Predominance of Ṣafrā’,"Qualitative imperfection or quantitative excess of Ṣafrā’ in the body characterized by rapid and swift pulse, urine that is flame yellow and of thin consistency, increased thirst, dryness and roughness of tongue and bitter taste, yellowish discolouration of skin and eyes,  etc.",,"ghalaba’-i-ṣafrā’ ghalaba’-i-ṣafrā’ ghalaba’-i-ṣafrā’ ghalaba’-i-ṣafrā’ غلبۂ صفراء غلبۂ صفراء غلبۂ صفراء غلبۂ صفراء predominance of ṣafrā’ predominance of ṣafrā’ predominance of ṣafrā’ qualitative imperfection or quantitative excess of ṣafrā’ in the body characterized by rapid and swift pulse, urine that is flame yellow and of thin consistency, increased thirst, dryness and roughness of tongue and bitter taste, yellowish discolouration of skin and eyes, etc.",ghalaba’-i-ṣafrā’,unani,O-24.6,Ghalaba’-i-Ṣafrā’,Ghalaba’-i-Ṣafrā’,2410,O-24.6,غلبۂ        صفراء,Ghalaba’-i-Ṣafrā’
2410,,,,,Predominance of Balgham,"Qualitative imperfection or quantitative excess of Balgham in the body characterized by sluggishness, soft skin, excessive secretion of sticky saliva, delayed digestion, increase in sleep, slow pulse, etc.",,"ghalaba’-i-balgham ghalaba’-i-balgham ghalaba’-i-balgham ghalaba’-i-balgham غلبۂ بلغم غلبۂ بلغم غلبۂ بلغم غلبۂ بلغم predominance of balgham predominance of balgham predominance of balgham qualitative imperfection or quantitative excess of balgham in the body characterized by sluggishness, soft skin, excessive secretion of sticky saliva, delayed digestion, increase in sleep, slow pulse, etc.",ghalaba’-i-balgham,unani,O-24.7,Ghalaba’-i-Balgham,Ghalaba’-i-Balgham,2411,O-24.7,غلبۂ   بلغم,Ghalaba’-i-Balgham
2411,,,,,Predominance of Sawdā’,"Qualitative imperfection or uantitative excess of Sawdā’ characterized by rough, dry and dark skin, increased appetite, increased viscosity of blood, dark coloured/blackish urine, tendency to develop splenic diseases and psychiatric disorders",,"ghalaba’-i-sawdā’ ghalaba’-i-sawdā’ ghalaba’-i-sawdā’ ghalaba’-i-sawdā’ غلبۂ سوداء غلبۂ سوداء غلبۂ سوداء غلبۂ سوداء predominance of sawdā’ predominance of sawdā’ predominance of sawdā’ qualitative imperfection or uantitative excess of sawdā’ characterized by rough, dry and dark skin, increased appetite, increased viscosity of blood, dark coloured/blackish urine, tendency to develop splenic diseases and psychiatric disorders",ghalaba’-i-sawdā’,unani,O-24.8,Ghalaba’-i-Sawdā’,Ghalaba’-i-Sawdā’,2412,O-24.8,غلبۂ  سوداء,Ghalaba’-i-Sawdā’
2412,,,,,Debility of uterus,"Weakness of uterus is caused by morbid temperament, weakness of constitution of uterus and prolonged illness. It is characterised by libido, increase in menstrual flow, inability to conceive.",,"ḍu‘f-i-raḥim ḍu‘f-i-raḥim ḍu‘f-i-raḥim ḍu‘f-i-raḥim ضعف رحم ضعف رحم ضعف رحم ضعف رحم debility of uterus debility of uterus debility of uterus weakness of uterus is caused by morbid temperament, weakness of constitution of uterus and prolonged illness. it is characterised by libido, increase in menstrual flow, inability to conceive.",ḍu‘f-i-raḥim,unani,I-62,Ḍu‘f-i-Raḥim,Ḍu‘f-i-Raḥim,2413,I-62,ضعف رحم,Ḍu‘f-i-Raḥim
2413,,,,,obstructions within uterus,"Obstructions of uterus may be due to swelling , deviation , prolapse of uterus. It can also be caused by any growth within the uterus or fibrosis as aresult of healing of uterine ulcers. It is characterised by absence of menstruation.",,"sudad al-rahim sudad al-rahim sudad al-rahim sudad al-rahim سدد الرحم سدد الرحم سدد الرحم سدد الرحم obstructions within uterus obstructions within uterus obstructions within uterus obstructions of uterus may be due to swelling , deviation , prolapse of uterus. it can also be caused by any growth within the uterus or fibrosis as aresult of healing of uterine ulcers. it is characterised by absence of menstruation.",sudad al-rahim,unani,I-63,Sudad al-Rahim,Sudad al-Rahim,2414,I-63,سدد الرحم,Sudad al-Rahim
2414,,,,,thickening of body fluids,A condition in which there is thickening or increased viscosity of body fluids,,ghilẓa al-ruṭūba ghilẓa al-ruṭūba ghilẓa al-ruṭūba ghilẓa al-ruṭūba غلظۃ الرطوبۃ غلظۃ الرطوبۃ غلظۃ الرطوبۃ غلظۃ الرطوبۃ thickening of body fluids thickening of body fluids thickening of body fluids a condition in which there is thickening or increased viscosity of body fluids,ghilẓa al-ruṭūba,unani,O-606,Ghilẓa al-Ruṭūba,Ghilẓa al-Ruṭūba,2415,O-606,غلظۃ الرطوبۃ,Ghilẓa al-Ruṭūba
2415,,,,,thinning of body fluids,A condition in which there is decreased viscosity of body fluids,,riqqa al-ruṭūba riqqa al-ruṭūba riqqa al-ruṭūba riqqa al-ruṭūba رقّۃ الرطوبۃ رقّۃ الرطوبۃ رقّۃ الرطوبۃ رقّۃ الرطوبۃ thinning of body fluids thinning of body fluids thinning of body fluids a condition in which there is decreased viscosity of body fluids,riqqa al-ruṭūba,unani,O-607,Riqqa al-Ruṭūba,Riqqa al-Ruṭūba,2416,O-607,رقّۃ الرطوبۃ,Riqqa al-Ruṭūba
2416,,,,,morbid  body fluids,This is a morbid moistness produced by the disturbance of metabolism and this moistness dominate the innate heat resulting in its dimunition.,,ruṭūbat gharība ruṭūbat gharība ruṭūbat gharība ruṭūbat gharība رطوبت غریبہ رطوبت غریبہ رطوبت غریبہ رطوبت غریبہ morbid body fluids morbid body fluids morbid body fluids this is a morbid moistness produced by the disturbance of metabolism and this moistness dominate the innate heat resulting in its dimunition.,ruṭūbat gharība,unani,O-608,Ruṭūbat Gharība,Ruṭūbat Gharība,2417,O-608,رطوبت غریبہ,Ruṭūbat Gharība
2417,,,,,defective imagination,"A mind disorder that is characterized by a deficit, weakness, or complete loss of retentive imagination.",,"i‘tilāl al-takhayyul/ fasād-i-takhayyul i‘tilāl al-takhayyul/ fasād-i-takhayyul i‘tilāl al-takhayyul/ fasād-i-takhayyul i‘tilāl al-takhayyul/ fasād-i-takhayyul اعتلال التخیّل/فساد تخیّل اعتلال التخیّل/فساد تخیّل اعتلال التخیّل/فساد تخیّل اعتلال التخیّل/فساد تخیّل defective imagination defective imagination defective imagination a mind disorder that is characterized by a deficit, weakness, or complete loss of retentive imagination.",i‘tilāl al-takhayyul/ fasād-i-takhayyul,unani,A-15.1,I‘tilāl al-Takhayyul/ Fasād-i-Takhayyul,I‘tilāl al-Takhayyul/ Fasād-i-Takhayyul,2418,A-15.1,اعتلال التخیّل/فساد تخیّل,I‘tilāl al-Takhayyul/ Fasād-i-Takhayyul
2418,,,,,abnormal thinking,A type of mind disorder that is characterized by a dyfunction in cogitation and thinking process that prevents deducting a conclusion from what is provided to the mind.,,i‘tilāl al-fikr/ fasād-i-fikr i‘tilāl al-fikr/ fasād-i-fikr i‘tilāl al-fikr/ fasād-i-fikr i‘tilāl al-fikr/ fasād-i-fikr اعتلال الفکر/فساد فکر اعتلال الفکر/فساد فکر اعتلال الفکر/فساد فکر اعتلال الفکر/فساد فکر abnormal thinking abnormal thinking abnormal thinking a type of mind disorder that is characterized by a dyfunction in cogitation and thinking process that prevents deducting a conclusion from what is provided to the mind.,i‘tilāl al-fikr/ fasād-i-fikr,unani,A-15.2,I‘tilāl al-Fikr/ Fasād-i-Fikr,I‘tilāl al-Fikr/ Fasād-i-Fikr,2419,A-15.2,اعتلال الفکر/فساد فکر,I‘tilāl al-Fikr/ Fasād-i-Fikr
2419,,,,,ill thought,incidence of ill thought is a feature of predominance of black bile,,fikr radī fikr radī fikr radī fikr radī فکر ردی فکر ردی فکر ردی فکر ردی ill thought ill thought ill thought incidence of ill thought is a feature of predominance of black bile,fikr radī,unani,A-15.3,Fikr Radī,Fikr Radī,2420,A-15.3,فکر ردی,Fikr Radī
2420,,,,,heaviness in stomach,,,al-thiqal fi’l mi‘da al-thiqal fi’l mi‘da al-thiqal fi’l mi‘da al-thiqal fi’l mi‘da الثقل فی المعدۃ الثقل فی المعدۃ الثقل فی المعدۃ الثقل فی المعدۃ heaviness in stomach heaviness in stomach heaviness in stomach,al-thiqal fi’l mi‘da,unani,F-109,Al-Thiqal fi’l Mi‘da,Al-Thiqal fi’l Mi‘da,2421,F-109,الثقل فی المعدۃ,Al-Thiqal fi’l Mi‘da
2421,,,,,"diseases with severe signs and
symptoms","diseases which reach their peak commonly on fourth day, their signs and symptoms are severe but does not exceed twenty days",,"amrāḍ ḥādda amrāḍ ḥādda amrāḍ ḥādda amrāḍ ḥādda امراض حادہ امراض حادہ امراض حادہ امراض حادہ diseases with severe signs and symptoms diseases with severe signs and symptoms diseases with severe signs and symptoms diseases which reach their peak commonly on fourth day, their signs and symptoms are severe but does not exceed twenty days",amrāḍ ḥādda,unani,P-1,Amrāḍ Ḥādda,Amrāḍ Ḥādda,2422,P-1,امراض حادہ,Amrāḍ Ḥādda
2422,,,,,"the diseases which have a slow onset, longer duration and lesser severity","the diseases which have a slow onset, longer duration and lesser severity and reaching their peak over a long duration",,"amrāḍ muzmina amrāḍ muzmina amrāḍ muzmina amrāḍ muzmina امراض مزمنہ امراض مزمنہ امراض مزمنہ امراض مزمنہ the diseases which have a slow onset, longer duration and lesser severity the diseases which have a slow onset, longer duration and lesser severity the diseases which have a slow onset, longer duration and lesser severity the diseases which have a slow onset, longer duration and lesser severity and reaching their peak over a long duration",amrāḍ muzmina,unani,P-2,Amrāḍ Muzmina,Amrāḍ Muzmina,2423,P-2,امراض مزمنہ,Amrāḍ Muzmina
2423,,,,,the diseases which appear externally on the body,"the diseases which appear externally on the body and can be diagnosed commonly by general physical examination e.g. diseases of skin, nails, hair etc.",,"amrāḍ ẓāhira amrāḍ ẓāhira amrāḍ ẓāhira amrāḍ ẓāhira امراض ظاہرہ امراض ظاہرہ امراض ظاہرہ امراض ظاہرہ the diseases which appear externally on the body the diseases which appear externally on the body the diseases which appear externally on the body the diseases which appear externally on the body and can be diagnosed commonly by general physical examination e.g. diseases of skin, nails, hair etc.",amrāḍ ẓāhira,unani,P-3,Amrāḍ Ẓāhira,Amrāḍ Ẓāhira,2424,P-3,امراض ظاہرہ,Amrāḍ Ẓāhira
2424,,,,,"diseases, which are not evident externally and occur inside the body","diseases, which are not evident externally, as they occur inside the body. Such disease can not be diagnosed merely by general physical examination",,"amrāḍ bāṭina amrāḍ bāṭina amrāḍ bāṭina amrāḍ bāṭina امراض باطنہ امراض باطنہ امراض باطنہ امراض باطنہ diseases, which are not evident externally and occur inside the body diseases, which are not evident externally and occur inside the body diseases, which are not evident externally and occur inside the body diseases, which are not evident externally, as they occur inside the body. such disease can not be diagnosed merely by general physical examination",amrāḍ bāṭina,unani,P-4,Amrāḍ Bāṭina,Amrāḍ Bāṭina,2425,P-4,امراض باطنہ,Amrāḍ Bāṭina
2425,,,,,the diseases which are associated with particular organ,the diseases which are associated with particular organs e.g. blindness with eyes and deafness with ears,,amrāḍ khāṣṣa amrāḍ khāṣṣa amrāḍ khāṣṣa amrāḍ khāṣṣa امراض خاصّہ امراض خاصّہ امراض خاصّہ امراض خاصّہ the diseases which are associated with particular organ the diseases which are associated with particular organ the diseases which are associated with particular organ the diseases which are associated with particular organs e.g. blindness with eyes and deafness with ears,amrāḍ khāṣṣa,unani,P-5,Amrāḍ Khāṣṣa,Amrāḍ Khāṣṣa,2426,P-5,امراض خاصّہ,Amrāḍ Khāṣṣa
2426,,,,,"disease of an organ due to disease of another organ, as both are interconnected","one organ shares the disease with another, because both are interconnected, such as the brain and the stomach are interconnected through nerves",,"amrāḍ bi'l shirka amrāḍ bi'l shirka amrāḍ bi'l shirka amrāḍ bi'l shirka امراض بالشرکۃ امراض بالشرکۃ امراض بالشرکۃ امراض بالشرکۃ disease of an organ due to disease of another organ, as both are interconnected disease of an organ due to disease of another organ, as both are interconnected disease of an organ due to disease of another organ, as both are interconnected one organ shares the disease with another, because both are interconnected, such as the brain and the stomach are interconnected through nerves",amrāḍ bi'l shirka,unani,P-6,Amrāḍ bi'l Shirka,Amrāḍ bi'l Shirka,2427,P-6,امراض بالشرکۃ,Amrāḍ bi'l Shirka
2427,,,,,infectious diseases that transmit from one person to another,"some of the diseases are infectious such as leprosy, scabies, small-pox, epidemic fever, and putrid ulcer. They commonly occur when the houses are congested and the neighbouring area is low lying, etc.",,"amrāḍ mu‘diya amrāḍ mu‘diya amrāḍ mu‘diya amrāḍ mu‘diya امراض معدیہ امراض معدیہ امراض معدیہ امراض معدیہ infectious diseases that transmit from one person to another infectious diseases that transmit from one person to another infectious diseases that transmit from one person to another some of the diseases are infectious such as leprosy, scabies, small-pox, epidemic fever, and putrid ulcer. they commonly occur when the houses are congested and the neighbouring area is low lying, etc.",amrāḍ mu‘diya,unani,P-7,Amrāḍ Mu‘diya,Amrāḍ Mu‘diya,2428,P-7,امراض معدیہ,Amrāḍ Mu‘diya
2428,,,,,"diseases, continuing from one generation to another",,,"amrāḍ mutawāritha amrāḍ mutawāritha amrāḍ mutawāritha amrāḍ mutawāritha امراض متوارثہ امراض متوارثہ امراض متوارثہ امراض متوارثہ diseases, continuing from one generation to another diseases, continuing from one generation to another diseases, continuing from one generation to another",amrāḍ mutawāritha,unani,P-8,Amrāḍ Mutawāritha,Amrāḍ Mutawāritha,2429,P-8,امراض متوارثہ,Amrāḍ Mutawāritha
2429,,,,,"diseases which are peculiar to a race, tribe or people of a region",,,"amrāḍ jinsiyya amrāḍ jinsiyya amrāḍ jinsiyya amrāḍ jinsiyya امراض جنسیہ امراض جنسیہ امراض جنسیہ امراض جنسیہ diseases which are peculiar to a race, tribe or people of a region diseases which are peculiar to a race, tribe or people of a region diseases which are peculiar to a race, tribe or people of a region",amrāḍ jinsiyya,unani,P-9,Amrāḍ Jinsiyya,Amrāḍ Jinsiyya,2430,P-9,امراض جنسیہ,Amrāḍ Jinsiyya
2430,,,,,stages of diseases,stages/ phases of a disease in its due course,,awqāt al-amrāḍ awqāt al-amrāḍ awqāt al-amrāḍ awqāt al-amrāḍ اوقات الامراض اوقات الامراض اوقات الامراض اوقات الامراض stages of diseases stages of diseases stages of diseases stages/ phases of a disease in its due course,awqāt al-amrāḍ,unani,P-10,Awqāt al-Amrāḍ,Awqāt al-Amrāḍ,2431,P-10,اوقات الامراض,Awqāt al-Amrāḍ
2431,,,,,stage of onset of disease,that stage during which the disease  manifests itself and its characters start to develop,,waqt al-ibtidā’ waqt al-ibtidā’ waqt al-ibtidā’ waqt al-ibtidā’ وقت الابتداء وقت الابتداء وقت الابتداء وقت الابتداء stage of onset of disease stage of onset of disease stage of onset of disease that stage during which the disease manifests itself and its characters start to develop,waqt al-ibtidā’,unani,P-11,Waqt al-Ibtidā’,Waqt al-Ibtidā’,2432,P-11,وقت الابتداء,Waqt al-Ibtidā’
2432,,,,,stage of advancement/ time of increase of a disease,the stage during which an increment in the degree of illness takes place,,waqt al-tazayyud waqt al-tazayyud waqt al-tazayyud waqt al-tazayyud وقت التزیّد وقت التزیّد وقت التزیّد وقت التزیّد stage of advancement/ time of increase of a disease stage of advancement/ time of increase of a disease stage of advancement/ time of increase of a disease the stage during which an increment in the degree of illness takes place,waqt al-tazayyud,unani,P-12,Waqt al-Tazayyud,Waqt al-Tazayyud,2433,P-12,وقت التزیّد,Waqt al-Tazayyud
2433,,,,,stage of culmination/peak of a disease,"the stage during which all the characters of the illness attain a stage of standstill after reaching their peak, before the time of decline",,"waqt al-muntahā waqt al-muntahā waqt al-muntahā waqt al-muntahā وقت المنتھی وقت المنتھی وقت المنتھی وقت المنتھی stage of culmination/peak of a disease stage of culmination/peak of a disease stage of culmination/peak of a disease the stage during which all the characters of the illness attain a stage of standstill after reaching their peak, before the time of decline",waqt al-muntahā,unani,P-13,Waqt al-Muntahā,Waqt al-Muntahā,2434,P-13,وقت المنتھی,Waqt al-Muntahā
2434,,,,,stage of decline of a disease,stage of disease in which signs and symptoms of illness start to decline,,waqt al-inḥiṭāṭ waqt al-inḥiṭāṭ waqt al-inḥiṭāṭ waqt al-inḥiṭāṭ وقت الانحطاط وقت الانحطاط وقت الانحطاط وقت الانحطاط stage of decline of a disease stage of decline of a disease stage of decline of a disease stage of disease in which signs and symptoms of illness start to decline,waqt al-inḥiṭāṭ,unani,P-14,Waqt al-Inḥiṭāṭ,Waqt al-Inḥiṭāṭ,2435,P-14,وقت الانحطاط,Waqt al-Inḥiṭāṭ
2435,,,,,shifting of morbid matter from the site of disease to another site,shifting of morbid matter from the diseased organ/ part to the other organ,,intiqāl-i-mādda intiqāl-i-mādda intiqāl-i-mādda intiqāl-i-mādda انتقال مادّہ انتقال مادّہ انتقال مادّہ انتقال مادّہ shifting of morbid matter from the site of disease to another site shifting of morbid matter from the site of disease to another site shifting of morbid matter from the site of disease to another site shifting of morbid matter from the diseased organ/ part to the other organ,intiqāl-i-mādda,unani,P-15,Intiqāl-i-Mādda,Intiqāl-i-Mādda,2436,P-15,انتقال مادّہ,Intiqāl-i-Mādda
2436,,,,,manifestations of a disease,,,al- ‘araḍ/al-a‘rāḍ al- ‘araḍ/al-a‘rāḍ al- ‘araḍ/al-a‘rāḍ al- ‘araḍ/al-a‘rāḍ العرض /الاعراض العرض /الاعراض العرض /الاعراض العرض /الاعراض manifestations of a disease manifestations of a disease manifestations of a disease,al- ‘araḍ/al-a‘rāḍ,unani,Q-1,Al- ‘Araḍ/Al-A‘rāḍ,Al- ‘Araḍ/Al-A‘rāḍ,2437,Q-1,العرض /الاعراض,Al- ‘Araḍ/Al-A‘rāḍ
2437,,,,,signs of the disease that indicate its present condition,,,dāll dāll dāll dāll دالّ دالّ دالّ دالّ signs of the disease that indicate its present condition signs of the disease that indicate its present condition signs of the disease that indicate its present condition,dāll,unani,Q-2,Dāll,Dāll,2438,Q-2,دالّ,Dāll
2438,,,,,symptoms of the disease showing previous condition of the disease,"symptoms of the disease showing previous condition of the disease. Inference drawn by the physician from the existing signs and symptoms of the patient about previous disease condition helps the physician arriving at correct diagnosis; it also indicates the authority of the physician on the subject matter and his clinical practices, it also increases the confidence of a patient on the physician",,"mudhakkir mudhakkir mudhakkir mudhakkir مذکِّر مذکِّر مذکِّر مذکِّر symptoms of the disease showing previous condition of the disease symptoms of the disease showing previous condition of the disease symptoms of the disease showing previous condition of the disease symptoms of the disease showing previous condition of the disease. inference drawn by the physician from the existing signs and symptoms of the patient about previous disease condition helps the physician arriving at correct diagnosis; it also indicates the authority of the physician on the subject matter and his clinical practices, it also increases the confidence of a patient on the physician",mudhakkir,unani,Q-3,Mudhakkir,Mudhakkir,2439,Q-3,مذکِّر,Mudhakkir
2439,,,,,symptoms of the disease indicating future condition/ prognois of the disease,symptoms of the disease indicating future condition and prognosis of the disease. It helps the patient as well as physician to adopt the preventive measures. It also develops the confidence of the patient on the clinical expertise of the physician,,taqaddama al-ma‘rafa taqaddama al-ma‘rafa taqaddama al-ma‘rafa taqaddama al-ma‘rafa تقدمۃ المعرفۃ تقدمۃ المعرفۃ تقدمۃ المعرفۃ تقدمۃ المعرفۃ symptoms of the disease indicating future condition/ prognois of the disease symptoms of the disease indicating future condition/ prognois of the disease symptoms of the disease indicating future condition/ prognois of the disease symptoms of the disease indicating future condition and prognosis of the disease. it helps the patient as well as physician to adopt the preventive measures. it also develops the confidence of the patient on the clinical expertise of the physician,taqaddama al-ma‘rafa,unani,Q-4,Taqaddama al-Ma‘rafa,Taqaddama al-Ma‘rafa,2440,Q-4,تقدمۃ المعرفۃ,Taqaddama al-Ma‘rafa
2440,,,,,signs and symptoms of the disease,signs and symptoms related to disease may be characteristic feature of particular disease or may indicate location of disease or cause of the disease,,‘alāmat-i- maraḍ ‘alāmat-i- maraḍ ‘alāmat-i- maraḍ ‘alāmat-i- maraḍ علامت مرض علامت مرض علامت مرض علامت مرض signs and symptoms of the disease signs and symptoms of the disease signs and symptoms of the disease signs and symptoms related to disease may be characteristic feature of particular disease or may indicate location of disease or cause of the disease,‘alāmat-i- maraḍ,unani,Q-5,‘Alāmat-i- Maraḍ,‘Alāmat-i- Maraḍ,2441,Q-5,علامت مرض,‘Alāmat-i- Maraḍ
2441,,,,,signs of structure of the organ,"signs pertaining to the structure, position, numbers,  quantity of the organ either in health or disease",,"‘alāmāt jawhariyya ‘alāmāt jawhariyya ‘alāmāt jawhariyya ‘alāmāt jawhariyya علامات جوہریہ علامات جوہریہ علامات جوہریہ علامات جوہریہ signs of structure of the organ signs of structure of the organ signs of structure of the organ signs pertaining to the structure, position, numbers, quantity of the organ either in health or disease",‘alāmāt jawhariyya,unani,Q-6,‘Alāmāt Jawhariyya,‘Alāmāt Jawhariyya,2442,Q-6,علامات جوہریہ,‘Alāmāt Jawhariyya
2442,,,,,signs of external appearance,"signs of the external appearance of the organ, and not directly related to structure of the organ pertaining to the beauty of the organ",,"‘alāmāt ‘arḍiyya ‘alāmāt ‘arḍiyya ‘alāmāt ‘arḍiyya ‘alāmāt ‘arḍiyya علامات عرضیہ علامات عرضیہ علامات عرضیہ علامات عرضیہ signs of external appearance signs of external appearance signs of external appearance signs of the external appearance of the organ, and not directly related to structure of the organ pertaining to the beauty of the organ",‘alāmāt ‘arḍiyya,unani,Q-7,‘Alāmāt ‘Arḍiyya,‘Alāmāt ‘Arḍiyya,2443,Q-7,علامات عرضیہ,‘Alāmāt ‘Arḍiyya
2443,,,,,signs of structure and function of the organ,signs of the structure of the organ pertaining to its functional ability,,‘alāmāt tamāmiyya ‘alāmāt tamāmiyya ‘alāmāt tamāmiyya ‘alāmāt tamāmiyya علامات تمامیہ علامات تمامیہ علامات تمامیہ علامات تمامیہ signs of structure and function of the organ signs of structure and function of the organ signs of structure and function of the organ signs of the structure of the organ pertaining to its functional ability,‘alāmāt tamāmiyya,unani,Q-8,‘Alāmāt Tamāmiyya,‘Alāmāt Tamāmiyya,2444,Q-8,علامات تمامیہ,‘Alāmāt Tamāmiyya
2444,,,,,signs and symptoms specific for the period of the disease,"signs and symptoms that persists for a specific condition, starts with a disease and ends as the diseases ends e.g. high grade fever, breathlessness, stabbing chest pain are specific to pleurisy",,"‘alāmat muwaqqata ‘alāmat muwaqqata ‘alāmat muwaqqata ‘alāmat muwaqqata علامات موقّتہ علامات موقّتہ علامات موقّتہ علامات موقّتہ signs and symptoms specific for the period of the disease signs and symptoms specific for the period of the disease signs and symptoms specific for the period of the disease signs and symptoms that persists for a specific condition, starts with a disease and ends as the diseases ends e.g. high grade fever, breathlessness, stabbing chest pain are specific to pleurisy",‘alāmat muwaqqata,unani,Q-9,‘Alāmat Muwaqqata,‘Alāmat Muwaqqata,2445,Q-9,علامات موقّتہ,‘Alāmat Muwaqqata
2445,,,,,signs and symptoms not specific for a disease condition,"signs and symptoms not specific to a disease, like headache may be developed with fever and without fever",,"‘alāmāt ghayr muwaqqata ‘alāmāt ghayr muwaqqata ‘alāmāt ghayr muwaqqata ‘alāmāt ghayr muwaqqata علامات غیر موقّتہ علامات غیر موقّتہ علامات غیر موقّتہ علامات غیر موقّتہ signs and symptoms not specific for a disease condition signs and symptoms not specific for a disease condition signs and symptoms not specific for a disease condition signs and symptoms not specific to a disease, like headache may be developed with fever and without fever",‘alāmāt ghayr muwaqqata,unani,Q-10,‘Alāmāt Ghayr Muwaqqata,‘Alāmāt Ghayr Muwaqqata,2446,Q-10,علامات غیر موقّتہ,‘Alāmāt Ghayr Muwaqqata
2446,,,,,diagnostic features,,,‘alāmāt mushakhkhiṣa ‘alāmāt mushakhkhiṣa ‘alāmāt mushakhkhiṣa ‘alāmāt mushakhkhiṣa علامات مشخصہ علامات مشخصہ علامات مشخصہ علامات مشخصہ diagnostic features diagnostic features diagnostic features,‘alāmāt mushakhkhiṣa,unani,Q-11,‘Alāmāt Mushakhkhiṣa,‘Alāmāt Mushakhkhiṣa,2447,Q-11,علامات مشخصہ,‘Alāmāt Mushakhkhiṣa
2447,,,,,common symptoms,,,‘alāmāt mushtarika ‘alāmāt mushtarika ‘alāmāt mushtarika ‘alāmāt mushtarika علامات مشترکہ علامات مشترکہ علامات مشترکہ علامات مشترکہ common symptoms common symptoms common symptoms,‘alāmāt mushtarika,unani,Q-12,‘Alāmāt Mushtarika,‘Alāmāt Mushtarika,2448,Q-12,علامات مشترکہ,‘Alāmāt Mushtarika
2448,,,,,preceding symptoms,,,‘alāmāt mu‘ajjala ‘alāmāt mu‘ajjala ‘alāmāt mu‘ajjala ‘alāmāt mu‘ajjala علامات معجّلۃ علامات معجّلۃ علامات معجّلۃ علامات معجّلۃ preceding symptoms preceding symptoms preceding symptoms,‘alāmāt mu‘ajjala,unani,Q-13,‘Alāmāt Mu‘ajjala,‘Alāmāt Mu‘ajjala,2449,Q-13,علامات معجّلۃ,‘Alāmāt Mu‘ajjala
2449,,,,,dangerous symptoms/ awful symptoms,,,‘alāmāt hā’ila ‘alāmāt hā’ila ‘alāmāt hā’ila ‘alāmāt hā’ila علامات ھائلۃ علامات ھائلۃ علامات ھائلۃ علامات ھائلۃ dangerous symptoms/ awful symptoms dangerous symptoms/ awful symptoms dangerous symptoms/ awful symptoms,‘alāmāt hā’ila,unani,Q-14,‘Alāmāt Hā’ila,‘Alāmāt Hā’ila,2450,Q-14,علامات ھائلۃ,‘Alāmāt Hā’ila
