Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term,system,code,term,display_name,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM
1088,1088,RQB,Aẕal,அழல்,Disease occuring around vertex classified under azhal,,,aẕal aẕal aẕal aẕal அழல் அழல் அழல் அழல் disease occuring around vertex classified under azhal disease occuring around vertex classified under azhal disease occuring around vertex classified under azhal,aẕal,siddha,RQB,Aẕal,Aẕal,,,,
1089,1089,RQB1.1,Maṇṭai Ucci Aẕal,மண்டை உச்சி அழல்,Disease occuring around vertex caused by increased azhal,"It is characterized by blurred vision, dryness, pricking pain in the eyebrows, burning sensation in the eyes and face, giddiness, headache. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.126","maṇṭai ucci aẕal maṇṭai ucci aẕal maṇṭai ucci aẕal maṇṭai ucci aẕal மண்டை உச்சி அழல் மண்டை உச்சி அழல் மண்டை உச்சி அழல் மண்டை உச்சி அழல் disease occuring around vertex caused by increased azhal disease occuring around vertex caused by increased azhal disease occuring around vertex caused by increased azhal it is characterized by blurred vision, dryness, pricking pain in the eyebrows, burning sensation in the eyes and face, giddiness, headache. it is explained by increased aẕal. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affected k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.126",maṇṭai ucci aẕal,siddha,RQB1.1,Maṇṭai Ucci Aẕal,Maṇṭai Ucci Aẕal,,,,
1090,1090,RQB1.2,Maṇṭai Ucci Aẕal Aiyam,மண்டை உச்சி அழல் ஐயம்,Disease occuring around vertex caused by increased azhal aiyam,"It is characterized by disease in the vertex associated with mucus accumulate in the throat, sweating, pallar. It is explained by increased Aẕal associated with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.127","maṇṭai ucci aẕal aiyam maṇṭai ucci aẕal aiyam maṇṭai ucci aẕal aiyam maṇṭai ucci aẕal aiyam மண்டை உச்சி அழல் ஐயம் மண்டை உச்சி அழல் ஐயம் மண்டை உச்சி அழல் ஐயம் மண்டை உச்சி அழல் ஐயம் disease occuring around vertex caused by increased azhal aiyam disease occuring around vertex caused by increased azhal aiyam disease occuring around vertex caused by increased azhal aiyam it is characterized by disease in the vertex associated with mucus accumulate in the throat, sweating, pallar. it is explained by increased aẕal associated with aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.127",maṇṭai ucci aẕal aiyam,siddha,RQB1.2,Maṇṭai Ucci Aẕal Aiyam,Maṇṭai Ucci Aẕal Aiyam,,,,
1091,1091,RQB1.3,Maṇṭai Ucci Aẕal Vaḷi,மண்டை உச்சி அழல் வளி,Disease occuring around vertex caused by increased azhal Vali,"It is characterized by disease of the vertex associated with blurred vision, contraction on the eyebrows and vertex region. It is explained by increased Aẕal along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.129","maṇṭai ucci aẕal vaḷi maṇṭai ucci aẕal vaḷi maṇṭai ucci aẕal vaḷi maṇṭai ucci aẕal vaḷi மண்டை உச்சி அழல் வளி மண்டை உச்சி அழல் வளி மண்டை உச்சி அழல் வளி மண்டை உச்சி அழல் வளி disease occuring around vertex caused by increased azhal vali disease occuring around vertex caused by increased azhal vali disease occuring around vertex caused by increased azhal vali it is characterized by disease of the vertex associated with blurred vision, contraction on the eyebrows and vertex region. it is explained by increased aẕal along with vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affected k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.129",maṇṭai ucci aẕal vaḷi,siddha,RQB1.3,Maṇṭai Ucci Aẕal Vaḷi,Maṇṭai Ucci Aẕal Vaḷi,,,,
1092,1092,RQC,Aiyam,ஐயம்,Disease occuring around vertex classified under Aiyam,,,aiyam aiyam aiyam aiyam ஐயம் ஐயம் ஐயம் ஐயம் disease occuring around vertex classified under aiyam disease occuring around vertex classified under aiyam disease occuring around vertex classified under aiyam,aiyam,siddha,RQC,Aiyam,Aiyam,,,,
1093,1093,RQC1.1,Maṇṭai Ucci Aiya Aẕal,மண்டை உச்சி ஐய அழல்,Disease occuring around vertex caused by increased aiya azhal,"It is characterized by disease of the vertex associated with pricking pain in the eyebrows, forehead, reddness of the nose. It is explained by increased aiyam along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affecte","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.128","maṇṭai ucci aiya aẕal maṇṭai ucci aiya aẕal maṇṭai ucci aiya aẕal maṇṭai ucci aiya aẕal மண்டை உச்சி ஐய அழல் மண்டை உச்சி ஐய அழல் மண்டை உச்சி ஐய அழல் மண்டை உச்சி ஐய அழல் disease occuring around vertex caused by increased aiya azhal disease occuring around vertex caused by increased aiya azhal disease occuring around vertex caused by increased aiya azhal it is characterized by disease of the vertex associated with pricking pain in the eyebrows, forehead, reddness of the nose. it is explained by increased aiyam along with aẕal. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affecte k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.128",maṇṭai ucci aiya aẕal,siddha,RQC1.1,Maṇṭai Ucci Aiya Aẕal,Maṇṭai Ucci Aiya Aẕal,,,,
1094,1094,RQC1.2,Maṇṭai Ucci Aiyam,மண்டை உச்சி ஐயம்,Disease occuring around vertex caused by increased aiyam,"It is characterized by disease of the vertex associated with discolouration of the face, hyperhydrosis, reddnes of the eyes, fluid drain from nostrils. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.127","maṇṭai ucci aiyam maṇṭai ucci aiyam maṇṭai ucci aiyam maṇṭai ucci aiyam மண்டை உச்சி ஐயம் மண்டை உச்சி ஐயம் மண்டை உச்சி ஐயம் மண்டை உச்சி ஐயம் disease occuring around vertex caused by increased aiyam disease occuring around vertex caused by increased aiyam disease occuring around vertex caused by increased aiyam it is characterized by disease of the vertex associated with discolouration of the face, hyperhydrosis, reddnes of the eyes, fluid drain from nostrils. it is explained by increased aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.127",maṇṭai ucci aiyam,siddha,RQC1.2,Maṇṭai Ucci Aiyam,Maṇṭai Ucci Aiyam,,,,
1095,1095,RQC1.3,Maṇṭai Ucci Aiya Vaḷi,மண்டை உச்சி ஐய வளி,Disease occuring around vertex caused by increased aiya vali,"It is characterized by disease of the vertex associated with sweating in the head, rhinitis, cough, chest tightness It is explained by increased Aẕal along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.129","maṇṭai ucci aiya vaḷi maṇṭai ucci aiya vaḷi maṇṭai ucci aiya vaḷi maṇṭai ucci aiya vaḷi மண்டை உச்சி ஐய வளி மண்டை உச்சி ஐய வளி மண்டை உச்சி ஐய வளி மண்டை உச்சி ஐய வளி disease occuring around vertex caused by increased aiya vali disease occuring around vertex caused by increased aiya vali disease occuring around vertex caused by increased aiya vali it is characterized by disease of the vertex associated with sweating in the head, rhinitis, cough, chest tightness it is explained by increased aẕal along with vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.129",maṇṭai ucci aiya vaḷi,siddha,RQC1.3,Maṇṭai Ucci Aiya Vaḷi,Maṇṭai Ucci Aiya Vaḷi,,,,
1096,1096,RR,Yāṉaikkāl,யானைக்கால்,Filiriasis,,,yāṉaikkāl yāṉaikkāl yāṉaikkāl yāṉaikkāl யானைக்கால் யானைக்கால் யானைக்கால் யானைக்கால் filiriasis filiriasis filiriasis,yāṉaikkāl,siddha,RR,Yāṉaikkāl,Yāṉaikkāl,,,,
1097,1097,RRA,Vaḷi,வளி,Filiriasis classified under Vali,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி filiriasis classified under vali filiriasis classified under vali filiriasis classified under vali,vaḷi,siddha,RRA,Vaḷi,Vaḷi,,,,
1098,1098,RRA1.1,Vaḷi Yāṉaikkāl,வளி யானைக்கால்,Lymphatic Filariasis due to increasing Vali,"It is characterized by a unilateral or bilateral non-pitting oedema on the legs associated with fever. It is explained by increased vali associated with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.85","vaḷi yāṉaikkāl vaḷi yāṉaikkāl vaḷi yāṉaikkāl vaḷi yāṉaikkāl வளி யானைக்கால் வளி யானைக்கால் வளி யானைக்கால் வளி யானைக்கால் lymphatic filariasis due to increasing vali lymphatic filariasis due to increasing vali lymphatic filariasis due to increasing vali it is characterized by a unilateral or bilateral non-pitting oedema on the legs associated with fever. it is explained by increased vali associated with aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.85",vaḷi yāṉaikkāl,siddha,RRA1.1,Vaḷi Yāṉaikkāl,Vaḷi Yāṉaikkāl,,,,
1099,1099,RRB,Aẕal,அழல்,Filiriasis classified under Azhal,,,aẕal aẕal aẕal aẕal அழல் அழல் அழல் அழல் filiriasis classified under azhal filiriasis classified under azhal filiriasis classified under azhal,aẕal,siddha,RRB,Aẕal,Aẕal,,,,
1100,1100,RRB1.1,Aẕal Yāṉaikkāl,அழல் யானைக்கால்,Lymphatic Filariasis due to increasing Azhal,"It is characterized by a unilateral or bilateral non-pitting oedema on the legs associated with fever, lymphadenopathy, yellowish discolouration of the eyes. It is explained by increased Aẕal along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr a","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.85","aẕal yāṉaikkāl aẕal yāṉaikkāl aẕal yāṉaikkāl aẕal yāṉaikkāl அழல் யானைக்கால் அழல் யானைக்கால் அழல் யானைக்கால் அழல் யானைக்கால் lymphatic filariasis due to increasing azhal lymphatic filariasis due to increasing azhal lymphatic filariasis due to increasing azhal it is characterized by a unilateral or bilateral non-pitting oedema on the legs associated with fever, lymphadenopathy, yellowish discolouration of the eyes. it is explained by increased aẕal along with aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr a k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.85",aẕal yāṉaikkāl,siddha,RRB1.1,Aẕal Yāṉaikkāl,Aẕal Yāṉaikkāl,,,,
1101,1101,RRC,Aiyam,ஐயம்,Filiriasis classified under Aiyam,,,aiyam aiyam aiyam aiyam ஐயம் ஐயம் ஐயம் ஐயம் filiriasis classified under aiyam filiriasis classified under aiyam filiriasis classified under aiyam,aiyam,siddha,RRC,Aiyam,Aiyam,,,,
1102,1102,RRC1.1,Aiya Yāṉaikkā,ஐய யானைக்கால்,Lymphatic Filariasis due to increasing kabam,"It is characterized by a unilateral or bilateral non-pitting oedema on the legs associated with pallor with chill, muscular growth. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.85","aiya yāṉaikkā aiya yāṉaikkā aiya yāṉaikkā aiya yāṉaikkā ஐய யானைக்கால் ஐய யானைக்கால் ஐய யானைக்கால் ஐய யானைக்கால் lymphatic filariasis due to increasing kabam lymphatic filariasis due to increasing kabam lymphatic filariasis due to increasing kabam it is characterized by a unilateral or bilateral non-pitting oedema on the legs associated with pallor with chill, muscular growth. it is explained by increased aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.85",aiya yāṉaikkā,siddha,RRC1.1,Aiya Yāṉaikkā,Aiya Yāṉaikkā,,,,
1103,1103,S,Varmam Maṟṟum Kāyaṅkaḷ,வர்மம் மற்றும் காயங்கள்,Varmam and Injuries,,,varmam maṟṟum kāyaṅkaḷ varmam maṟṟum kāyaṅkaḷ varmam maṟṟum kāyaṅkaḷ varmam maṟṟum kāyaṅkaḷ வர்மம் மற்றும் காயங்கள் வர்மம் மற்றும் காயங்கள் வர்மம் மற்றும் காயங்கள் வர்மம் மற்றும் காயங்கள் varmam and injuries varmam and injuries varmam and injuries,varmam maṟṟum kāyaṅkaḷ,siddha,S,Varmam Maṟṟum Kāyaṅkaḷ,Varmam Maṟṟum Kāyaṅkaḷ,,,,
1104,1104,SA,Varma Aṭi,வர்ம அடி,Injuries in the varmam,,,varma aṭi varma aṭi varma aṭi varma aṭi வர்ம அடி வர்ம அடி வர்ம அடி வர்ம அடி injuries in the varmam injuries in the varmam injuries in the varmam,varma aṭi,siddha,SA,Varma Aṭi,Varma Aṭi,,,,
1105,1105,SAA,Talaiyil Kāṇum Varma Aṭikaḷ,தலையில் காணும் அடிகள்,,,,talaiyil kāṇum varma aṭikaḷ talaiyil kāṇum varma aṭikaḷ talaiyil kāṇum varma aṭikaḷ talaiyil kāṇum varma aṭikaḷ தலையில் காணும் அடிகள் தலையில் காணும் அடிகள் தலையில் காணும் அடிகள் தலையில் காணும் அடிகள்,talaiyil kāṇum varma aṭikaḷ,siddha,SAA,Talaiyil Kāṇum Varma Aṭikaḷ,Talaiyil Kāṇum Varma Aṭikaḷ,,,,
1106,1106,SAA1.1,Tilarta Varmam,திலர்த வர்மம்,Injury to Thilartha varmam,"Injury to this varmam is characterised by opened mouth, looking upward, proturded eye ball, yawning, inability to speak, memory imparirment, fits, chills, delerium. If fracture occurs it leads to death.","Anonymous.2010.Varma nool Thoguthi (Varma laada suthiram). 1st edition,Kanyakumari: ATSVS siddha medical college and hospital.pg 307","tilarta varmam tilarta varmam tilarta varmam tilarta varmam திலர்த வர்மம் திலர்த வர்மம் திலர்த வர்மம் திலர்த வர்மம் injury to thilartha varmam injury to thilartha varmam injury to thilartha varmam injury to this varmam is characterised by opened mouth, looking upward, proturded eye ball, yawning, inability to speak, memory imparirment, fits, chills, delerium. if fracture occurs it leads to death. anonymous.2010.varma nool thoguthi (varma laada suthiram). 1st edition,kanyakumari: atsvs siddha medical college and hospital.pg 307",tilarta varmam,siddha,SAA1.1,Tilarta Varmam,Tilarta Varmam,,,,
1107,1107,SAA1.2,Cīṟuṅkolli Varmam,சீறுங்கொல்லி வர்மம்,Injury to Cheerum kolli,"Injury to this varmam is characterised by frothy salivry secretion, indrawing of tongue, kyphotic changes of vertebra, opisthotonus, deviation of lips, giddiness, cough, thirst altered sensorium. If fracture occurs it leads to fatal.","Anonymous.2007.Thamizh maruthuva nool varisai(Varma Kandi). 1st edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 135.","cīṟuṅkolli varmam cīṟuṅkolli varmam cīṟuṅkolli varmam cīṟuṅkolli varmam சீறுங்கொல்லி வர்மம் சீறுங்கொல்லி வர்மம் சீறுங்கொல்லி வர்மம் சீறுங்கொல்லி வர்மம் injury to cheerum kolli injury to cheerum kolli injury to cheerum kolli injury to this varmam is characterised by frothy salivry secretion, indrawing of tongue, kyphotic changes of vertebra, opisthotonus, deviation of lips, giddiness, cough, thirst altered sensorium. if fracture occurs it leads to fatal. anonymous.2007.thamizh maruthuva nool varisai(varma kandi). 1st edition, chennai: department of indian medicine and homoeopathy.pg 135.",cīṟuṅkolli varmam,siddha,SAA1.2,Cīṟuṅkolli Varmam,Cīṟuṅkolli Varmam,,,,
1108,1108,SAA1.3,Oṭṭu Varmam,ஒட்டு வர்மம்,Injury to Ottu,"Injury to this varmam is characterised by locked jaw, excess salivation, rhinitis, deviation of lower jaw, delerium, syncope. If fracture occurs it leads to death within 18 days.","Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.25","oṭṭu varmam oṭṭu varmam oṭṭu varmam oṭṭu varmam ஒட்டு வர்மம் ஒட்டு வர்மம் ஒட்டு வர்மம் ஒட்டு வர்மம் injury to ottu injury to ottu injury to ottu injury to this varmam is characterised by locked jaw, excess salivation, rhinitis, deviation of lower jaw, delerium, syncope. if fracture occurs it leads to death within 18 days. anonymous.2015.varma maruthuvam. revised 2nd edition,kanyakumari:centre for varmam medicine and research.pg.25",oṭṭu varmam,siddha,SAA1.3,Oṭṭu Varmam,Oṭṭu Varmam,,,,
1109,1109,SAA1.4,Ucci Varmam,உச்சி வர்மம்,Injury to Utchi,"Injury to this varmam is characterised by fall in supine posture, shortening of neck, borborygmi, retention of stools and urine, delerium, chills, premature ejaculation, watry discharge from eyes, nose, loss of vision , giddiness and may result in death.","Anonymous.2007.Thamizh maruthuva nool varisai(Varma beerangi). 1st edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 214.","ucci varmam ucci varmam ucci varmam ucci varmam உச்சி வர்மம் உச்சி வர்மம் உச்சி வர்மம் உச்சி வர்மம் injury to utchi injury to utchi injury to utchi injury to this varmam is characterised by fall in supine posture, shortening of neck, borborygmi, retention of stools and urine, delerium, chills, premature ejaculation, watry discharge from eyes, nose, loss of vision , giddiness and may result in death. anonymous.2007.thamizh maruthuva nool varisai(varma beerangi). 1st edition, chennai: department of indian medicine and homoeopathy.pg 214.",ucci varmam,siddha,SAA1.4,Ucci Varmam,Ucci Varmam,,,,
1110,1110,SAA1.5,Poykai Varmam,பொய்கை வர்மம்,Injury to Poikai,"Injury to this varmam is characterised by yellowish discolouration of face, face turning to any one side, pain in vertex, giddiness, sweating, syncope, blurred vision, decreased function of the sense organs, frothy salivation, mouth opened with an upward","Anonymous.2007.Thamizh maruthuva nool varisai(Varma Kandi). 1st edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 137.","poykai varmam poykai varmam poykai varmam poykai varmam பொய்கை வர்மம் பொய்கை வர்மம் பொய்கை வர்மம் பொய்கை வர்மம் injury to poikai injury to poikai injury to poikai injury to this varmam is characterised by yellowish discolouration of face, face turning to any one side, pain in vertex, giddiness, sweating, syncope, blurred vision, decreased function of the sense organs, frothy salivation, mouth opened with an upward anonymous.2007.thamizh maruthuva nool varisai(varma kandi). 1st edition, chennai: department of indian medicine and homoeopathy.pg 137.",poykai varmam,siddha,SAA1.5,Poykai Varmam,Poykai Varmam,,,,
1111,1111,SAA1.6,Cevikkutti Varmam,செவிக்குத்தி வர்மம்,Injury to Sevikuttri,"Injury to this varmam is characterised by rhinitis, dribling of saliva, redness of eyes, pain in vertex, giddiness, delerium, syncope, epistaxis, hemoptysis, frothy discharge from mouth leading to death.","Anonymous.2007.Thamizh maruthuva nool varisai(Varma Kandi). 1st edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 137.","cevikkutti varmam cevikkutti varmam cevikkutti varmam cevikkutti varmam செவிக்குத்தி வர்மம் செவிக்குத்தி வர்மம் செவிக்குத்தி வர்மம் செவிக்குத்தி வர்மம் injury to sevikuttri injury to sevikuttri injury to sevikuttri injury to this varmam is characterised by rhinitis, dribling of saliva, redness of eyes, pain in vertex, giddiness, delerium, syncope, epistaxis, hemoptysis, frothy discharge from mouth leading to death. anonymous.2007.thamizh maruthuva nool varisai(varma kandi). 1st edition, chennai: department of indian medicine and homoeopathy.pg 137.",cevikkutti varmam,siddha,SAA1.6,Cevikkutti Varmam,Cevikkutti Varmam,,,,
