Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name English,Name English Under Index,Primary Index Related,query,normalized_term
2149,2208,NB-2.5,darBapuShpaH,darbhapuṣpaḥ,दर्भपुष्पः,-,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",-,infestation-darbhapuṣpa,-,-,"darbhapuṣpaḥ darbhapuṣpaḥ darbhapuṣpaḥ darbhapuṣpaḥ darbapushpah darbapushpah darbapushpah infestation-darbhapuṣpa infestation-darbhapuṣpa the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh] दर्भपुष्पः",darbhapuṣpaḥ
2150,2209,NB-2.6,saugandhikaH,saugandhikaḥ,सौगन्धिकः,-,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",-,infestation-saugandhika,-,-,"saugandhikaḥ saugandhikaḥ saugandhikaḥ saugandhikaḥ saugandhikah saugandhikah saugandhikah infestation-saugandhika infestation-saugandhika the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh] सौगन्धिकः",saugandhikaḥ
2151,2210,NB-2.7,mahAgudaH/mahAkuhaH,mahāgudaḥ/mahākuhaḥ,महागुदः/महाकुहः,-,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",-,infestation-mahaguda,-,-,"mahāgudaḥ/mahākuhaḥ mahāgudaḥ/mahākuhaḥ mahāgudaḥ/mahākuhaḥ mahāgudaḥ/mahākuhaḥ mahagudah/mahakuhah mahagudah/mahakuhah mahagudah/mahakuhah infestation-mahaguda infestation-mahaguda the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh] महागुदः/महाकुहः",mahāgudaḥ/mahākuhaḥ
2152,2211,NB-2.8,mahApuShpaH,mahāpuṣpaḥ,महापुष्पः,-,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",-,infestation-mahapuśpa,-,-,"mahāpuṣpaḥ mahāpuṣpaḥ mahāpuṣpaḥ mahāpuṣpaḥ mahapushpah mahapushpah mahapushpah infestation-mahapuśpa infestation-mahapuśpa the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh] महापुष्पः",mahāpuṣpaḥ
2153,2212,NB-2.9,pralUnaH,pralūnaḥ,प्रलूनः,-,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",-,infestation-pralūna,-,-,"pralūnaḥ pralūnaḥ pralūnaḥ pralūnaḥ pralunah pralunah pralunah infestation-pralūna infestation-pralūna the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh] प्रलूनः",pralūnaḥ
2154,2213,NB-2.10,cipiTaH,cipiṭaḥ,चिपिटः,-,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",-,infestation-cipiṭa,-,-,"cipiṭaḥ cipiṭaḥ cipiṭaḥ cipiṭaḥ cipitah cipitah cipitah infestation-cipiṭa infestation-cipiṭa the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh] चिपिटः",cipiṭaḥ
2155,2214,NB-2.11,pipIlikA,pipīlikā,पिपीलिका,-,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",-,infestation-pipīlika,-,-,"pipīlikā pipīlikā pipīlikā pipīlikā pipilika pipilika pipilika infestation-pipīlika infestation-pipīlika the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh] पिपीलिका",pipīlikā
2156,2215,NB-2.12,dAruNakRumiH,dāruṇakr̥miḥ,दारुणकृमिः,-,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",-,infestation-dāruṇa,-,-,"dāruṇakr̥miḥ dāruṇakr̥miḥ dāruṇakr̥miḥ dāruṇakr̥miḥ darunakrumih darunakrumih darunakrumih infestation-dāruṇa infestation-dāruṇa the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh] दारुणकृमिः",dāruṇakr̥miḥ
2157,2216,NB-3 (SQ50),purIShajakRumiH,(a) purīṣajakṛmiḥ,पुरीषजकृमिः,-,-,-,Faecal worm infestation disorder (TM2) ⇒,-,Index,(a) purīṣajakṛmiḥ (a) purīṣajakṛmiḥ (a) purīṣajakṛmiḥ (a) purīṣajakṛmiḥ purishajakrumih purishajakrumih purishajakrumih faecal worm infestation disorder (tm2) ⇒ faecal worm infestation disorder (tm2) ⇒ index index पुरीषजकृमिः,(a) purīṣajakṛmiḥ
2158,2217,NB-3.1,kakerukaH,kakērukaḥ,ककेरुकः,-,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",-,infestation-kakērukā,-,-,"kakērukaḥ kakērukaḥ kakērukaḥ kakērukaḥ kakerukah kakerukah kakerukah infestation-kakērukā infestation-kakērukā the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi] ककेरुकः",kakērukaḥ
2159,2218,NB-3.2,makerukaH,makērukaḥ,मकेरुकः,-,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",-,infestation-makērukā,-,-,"makērukaḥ makērukaḥ makērukaḥ makērukaḥ makerukah makerukah makerukah infestation-makērukā infestation-makērukā the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi] मकेरुकः",makērukaḥ
2160,2219,NB-3.3,lelihaH,lēlihaḥ,लेलिहः,-,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",-,infestation-lēliha,-,-,"lēlihaḥ lēlihaḥ lēlihaḥ lēlihaḥ lelihah lelihah lelihah infestation-lēliha infestation-lēliha the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi] लेलिहः",lēlihaḥ
2161,2220,NB-3.4,saSUlakaH,saśūlakaḥ,सशूलकः,-,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",-,infestation-saśūlaka,-,-,"saśūlakaḥ saśūlakaḥ saśūlakaḥ saśūlakaḥ sasulakah sasulakah sasulakah infestation-saśūlaka infestation-saśūlaka the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi] सशूलकः",saśūlakaḥ
2162,2221,NB-3.5,sausurAdaH/sausUlakaH,sausurādaḥ/sausūlakaḥ,सौसुरादः/सौसूलकः,-,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",-,infestation-sausurāda,-,-,"sausurādaḥ/sausūlakaḥ sausurādaḥ/sausūlakaḥ sausurādaḥ/sausūlakaḥ sausurādaḥ/sausūlakaḥ sausuradah/sausulakah sausuradah/sausulakah sausuradah/sausulakah infestation-sausurāda infestation-sausurāda the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi] सौसुरादः/सौसूलकः",sausurādaḥ/sausūlakaḥ
2163,2222,NB-3.6,ajavaH,ajavaḥ,अजवः,-,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",-,infestation-ajava,-,-,"ajavaḥ ajavaḥ ajavaḥ ajavaḥ ajavah ajavah ajavah infestation-ajava infestation-ajava the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions] अजवः",ajavaḥ
2164,2223,NB-3.7,vijavaH,vijavaḥ,विजवः,-,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",-,infestation-vijava,-,-,"vijavaḥ vijavaḥ vijavaḥ vijavaḥ vijavah vijavah vijavah infestation-vijava infestation-vijava the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions] विजवः",vijavaḥ
2165,2224,NB-3.8,kipya,kipya,किप्य,-,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",-,infestation-kipya,-,-,"kipya kipya kipya kipya kipya kipya kipya infestation-kipya infestation-kipya the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions] किप्य",kipya
2166,2225,NB-3.9,cipyaH,cipyaḥ,चिप्यः,-,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",-,infestation-cipya,-,-,"cipyaḥ cipyaḥ cipyaḥ cipyaḥ cipyah cipyah cipyah infestation-cipya infestation-cipya the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions] चिप्यः",cipyaḥ
2167,2226,NB-3.10,gaNDUpadaH,gaṇḍūpadaḥ,गण्डूपदः,-,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",-,infestation-gaṇḍūpada,-,-,"gaṇḍūpadaḥ gaṇḍūpadaḥ gaṇḍūpadaḥ gaṇḍūpadaḥ gandupadah gandupadah gandupadah infestation-gaṇḍūpada infestation-gaṇḍūpada the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions] गण्डूपदः",gaṇḍūpadaḥ
2168,2228,NB-3.11,dvimukhaH,dvimukhaḥ,द्विमुखः,-,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",-,infestation-dvimukha,-,-,"dvimukhaḥ dvimukhaḥ dvimukhaḥ dvimukhaḥ dvimukhah dvimukhah dvimukhah infestation-dvimukha infestation-dvimukha the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions] द्विमुखः",dvimukhaḥ
2169,2229,NB-3.12,sulUnA,sulūnā,सुलूना,-,"the disorder is characterized by lōmaharṣaḥ [horripilation], kārśya [emaciation], pāruṣya [roughness/dryness], agnisadana [diminution of agni (digestive power)], gudakaṇḍu [itching at anus/perianal region], gudē kr̥mi nirgamanam [per anal expulsion of kr̥mi], pāṇḍutā [pallor/ anemia], viḍbhēda [altered feces/ loose motions], śūla [colicky pain in the abdomen], viṣṭmbha [constipation/fullness in the abdomen]",-,affection of krimi named sulūnā,-,-,"sulūnā sulūnā sulūnā sulūnā suluna suluna suluna affection of krimi named sulūnā affection of krimi named sulūnā the disorder is characterized by lōmaharṣaḥ [horripilation], kārśya [emaciation], pāruṣya [roughness/dryness], agnisadana [diminution of agni (digestive power)], gudakaṇḍu [itching at anus/perianal region], gudē kr̥mi nirgamanam [per anal expulsion of kr̥mi], pāṇḍutā [pallor/ anemia], viḍbhēda [altered feces/ loose motions], śūla [colicky pain in the abdomen], viṣṭmbha [constipation/fullness in the abdomen] सुलूना",sulūnā
2170,2230,NB-4,kaPaSoNitajakRumiH,kaphaśōṇitajakr̥miḥ,कफशोणितजकृमिः,-,-,-,worm/parasite arise from kapha and blood,-,-,kaphaśōṇitajakr̥miḥ kaphaśōṇitajakr̥miḥ kaphaśōṇitajakr̥miḥ kaphaśōṇitajakr̥miḥ kapasonitajakrumih kapasonitajakrumih kapasonitajakrumih worm/parasite arise from kapha and blood worm/parasite arise from kapha and blood कफशोणितजकृमिः,kaphaśōṇitajakr̥miḥ
2171,2231,NB-4.1,snAyuka/kRumiH,snāyuka/kr̥miḥ,स्नायुक/कृमिः,-,the disorder is characterized by visarpavata śōtha [oedema as visarpa/ erysipelas],-,infestation-snāyuka,-,-,snāyuka/kr̥miḥ snāyuka/kr̥miḥ snāyuka/kr̥miḥ snāyuka/kr̥miḥ snayuka/krumih snayuka/krumih snayuka/krumih infestation-snāyuka infestation-snāyuka the disorder is characterized by visarpavata śōtha [oedema as visarpa/ erysipelas] स्नायुक/कृमिः,snāyuka/kr̥miḥ
2172,2232,NB-4.1.1,vAtika snAyuka,vātika snāyuka,वातिक स्नायुक,-,"the disorder is characterized by śyāva [blackish discoloration], rūkṣaḥ [dry], atipīḍana yukta [with severe pain]",-,snAyuka due to vāta,-,-,"vātika snāyuka vātika snāyuka vātika snāyuka vātika snāyuka vatika snayuka vatika snayuka vatika snayuka snayuka due to vāta snayuka due to vāta the disorder is characterized by śyāva [blackish discoloration], rūkṣaḥ [dry], atipīḍana yukta [with severe pain] वातिक स्नायुक",vātika snāyuka
2173,2233,NB-4.1.2,pittaja snAyuka,pittaja snāyuka,पित्तज स्नायुक,-,"the disorder is characterized by nīlimā [bluish tinge], pīta [yellowish], dāhaḥ [burning sensation]",-,snAyuka due to pitta,-,-,"pittaja snāyuka pittaja snāyuka pittaja snāyuka pittaja snāyuka pittaja snayuka pittaja snayuka pittaja snayuka snayuka due to pitta snayuka due to pitta the disorder is characterized by nīlimā [bluish tinge], pīta [yellowish], dāhaḥ [burning sensation] पित्तज स्नायुक",pittaja snāyuka
2174,2235,O,kShudrarogaH,kṣudrarōgaḥ,क्षुद्ररोगः,-,-,-,minor disorders,-,-,kṣudrarōgaḥ kṣudrarōgaḥ kṣudrarōgaḥ kṣudrarōgaḥ kshudrarogah kshudrarogah kshudrarogah minor disorders minor disorders क्षुद्ररोगः,kṣudrarōgaḥ
2175,2236,O-1,agnirohiNI,agnirōhiṇī,अग्निरोहिणी,-,"the disorder is characterized by antardāhaḥ yukta sphōṭāḥ [blisters with internal burning sensation], kakṣābhāgēṣu sphōṭāḥ [blisters in axilla], jvaraḥ [fever], dīptapāvakasannibhaḥ sphōṭāḥ(agnyābhā) [blisters resemble blazing of fire], māṁsa dāraṇa (dāruṇa) sphōṭāḥ [blisters burrowing muscle]",-,vesicles arising in axilla,-,-,"agnirōhiṇī agnirōhiṇī agnirōhiṇī agnirōhiṇī agnirohini agnirohini agnirohini vesicles arising in axilla vesicles arising in axilla the disorder is characterized by antardāhaḥ yukta sphōṭāḥ [blisters with internal burning sensation], kakṣābhāgēṣu sphōṭāḥ [blisters in axilla], jvaraḥ [fever], dīptapāvakasannibhaḥ sphōṭāḥ(agnyābhā) [blisters resemble blazing of fire], māṁsa dāraṇa (dāruṇa) sphōṭāḥ [blisters burrowing muscle] अग्निरोहिणी",agnirōhiṇī
2176,2237,O-2 (SN5Y),ajagallikA,(a) ajagallikā,अजगल्लिका,-,-,Note: Also Classifed under #san@bAlarOgaH-sa~gkIrNa#[MD],Painless greengram like papules in children disorder (TM2) ⇒,-,Index,(a) ajagallikā (a) ajagallikā (a) ajagallikā (a) ajagallikā ajagallika ajagallika ajagallika painless greengram like papules in children disorder (tm2) ⇒ painless greengram like papules in children disorder (tm2) ⇒ index index अजगल्लिका note: also classifed under #san@balarogah-sa~gkirna#[md],(a) ajagallikā
2177,2238,O-3 (SP9Y),anuSayI,(a) anuśayī,अनुशयी,-,-,-,Deep rooted abscess on scalp disorder (TM2) ⇒,-,Index,(a) anuśayī (a) anuśayī (a) anuśayī (a) anuśayī anusayi anusayi anusayi deep rooted abscess on scalp disorder (tm2) ⇒ deep rooted abscess on scalp disorder (tm2) ⇒ index index अनुशयी,(a) anuśayī
2178,2239,O-4 (SN5Y),andhAlajI/antrAlajI,"(a) andhālajī, (a) antrālajī",अन्धालजी/अन्त्रालजी,-,-,-,Elevated papule disorder (TM2) ⇒,-,Index,"(a) andhālajī, (a) antrālajī (a) andhālajī, (a) antrālajī (a) andhālajī, (a) antrālajī (a) andhālajī, (a) antrālajī andhalaji/antralaji andhalaji/antralaji andhalaji/antralaji elevated papule disorder (tm2) ⇒ elevated papule disorder (tm2) ⇒ index index अन्धालजी/अन्त्रालजी","(a) andhālajī, (a) antrālajī"
2179,2241,O-5 (SN0Y),avapIDakaH,(a) avapīḍakaḥ,अवपीडकः,-,-,-,Prepucial tears disorder (TM2) ⇒,-,Index,(a) avapīḍakaḥ (a) avapīḍakaḥ (a) avapīḍakaḥ (a) avapīḍakaḥ avapidakah avapidakah avapidakah prepucial tears disorder (tm2) ⇒ prepucial tears disorder (tm2) ⇒ index index अवपीडकः,(a) avapīḍakaḥ
2180,2242,SN48 (O-6),alasaH,(a) alasaḥ,अलसः,-,"It is characterised by sticky moistness, itching, burning sensation of interdigital areas of feet. This may be explained by: (a) Vitiation of kaphadosha, pittadosha affecting skin, blood, muscle.",-,Intertrigo disorder (TM2),-,Primary,"(a) alasaḥ (a) alasaḥ (a) alasaḥ (a) alasaḥ alasah alasah alasah intertrigo disorder (tm2) intertrigo disorder (tm2) primary primary it is characterised by sticky moistness, itching, burning sensation of interdigital areas of feet. this may be explained by: (a) vitiation of kaphadosha, pittadosha affecting skin, blood, muscle. अलसः",(a) alasaḥ
2181,2243,SN70 (O-7),arUMShikA,(a) arūṃṣikā,अरूंषिका,-,It is characterised by multiple opening lesion and excessive soddening in the scalp. This may be explained by: (a) Vitiated kapha and blood localising over the scalp.,-,Furunculosis of scalp disorder (TM2),-,primary,(a) arūṃṣikā (a) arūṃṣikā (a) arūṃṣikā (a) arūṃṣikā arumshika arumshika arumshika furunculosis of scalp disorder (tm2) furunculosis of scalp disorder (tm2) primary primary it is characterised by multiple opening lesion and excessive soddening in the scalp. this may be explained by: (a) vitiated kapha and blood localising over the scalp. अरूंषिका,(a) arūṃṣikā
2182,2244,O-8 (SN5Y),indraviddhA,(a) indraviddhā,इन्द्रविद्धा,-,-,-,Lotus pod lesion disorder (TM2) ⇒,-,Index,(a) indraviddhā (a) indraviddhā (a) indraviddhā (a) indraviddhā indraviddha indraviddha indraviddha lotus pod lesion disorder (tm2) ⇒ lotus pod lesion disorder (tm2) ⇒ index index इन्द्रविद्धा,(a) indraviddhā
