code,title,fsn,definition,inclusions,exclusions,icd_index_terms,chapter,index_terms
SP57,intermittent fever disorder tm2,,,,,intermittent fever disorder tm2 a viṣamajvaraḥ b viṭṭuvarum curam c ḥummā dā’ira c ḥummā nā’iba intermittent fever appearing twice daily disorder tm2 a satata viṣamajvaraḥ quartan fever disorder tm2 a caturthaka viṣamajvaraḥ c ḥummā al rib‘ c ṭaṭrā tertian fever disorder tm2 a tṛtīyaka viṣamajvaraḥ tertian fever disorder due to kapha and pitta tm2 a kaphapittatṛtīyakajvaraḥ tertian fever disorder due to vata and kapha tm2 a vātakaphatṛtīyakajvaraḥ tertian fever disorder due to vāta and pitta tm2 a vātapittatṛtīyakajvaraḥ intermittent remitting fever on every fourth day disorder tm2 a caturthakaviparyaya viṣamajvaraḥ intermittent fever occurring once in a day disorder tm2 a anyedyuṣka viṣamajvaraḥ quartan fever disorder due to kapha tm2 a kaphajacaturthakajvaraḥ quartan fever disorder due to vāta tm2 a vātajacaturthakajvaraḥ periodic fever disorder tm2 b muṟai curam continuous fever disorder due to derangement of sawdā tm2 b ḥummā al rib‘ lāzima,,intermittent fever disorder tm2 intermittent fever disorder tm2 intermittent fever disorder tm2 intermittent fever disorder tm2 a viṣamajvaraḥ b viṭṭuvarum curam c ḥummā dā’ira c ḥummā nā’iba intermittent fever appearing twice daily disorder tm2 a satata viṣamajvaraḥ quartan fever disorder tm2 a caturthaka viṣamajvaraḥ c ḥummā al rib‘ c ṭaṭrā tertian fever disorder tm2 a tṛtīyaka viṣamajvaraḥ tertian fever disorder due to kapha and pitta tm2 a kaphapittatṛtīyakajvaraḥ tertian fever disorder due to vata and kapha tm2 a vātakaphatṛtīyakajvaraḥ tertian fever disorder due to vāta and pitta tm2 a vātapittatṛtīyakajvaraḥ intermittent remitting fever on every fourth day disorder tm2 a caturthakaviparyaya viṣamajvaraḥ intermittent fever occurring once in a day disorder tm2 a anyedyuṣka viṣamajvaraḥ quartan fever disorder due to kapha tm2 a kaphajacaturthakajvaraḥ quartan fever disorder due to vāta tm2 a vātajacaturthakajvaraḥ periodic fever disorder tm2 b muṟai curam continuous fever disorder due to derangement of sawdā tm2 b ḥummā al rib‘ lāzima intermittent fever disorder tm2 a viṣamajvaraḥ b viṭṭuvarum curam c ḥummā dā’ira c ḥummā nā’iba intermittent fever appearing twice daily disorder tm2 a satata viṣamajvaraḥ quartan fever disorder tm2 a caturthaka viṣamajvaraḥ c ḥummā al rib‘ c ṭaṭrā tertian fever disorder tm2 a tṛtīyaka viṣamajvaraḥ tertian fever disorder due to kapha and pitta tm2 a kaphapittatṛtīyakajvaraḥ tertian fever disorder due to vata and kapha tm2 a vātakaphatṛtīyakajvaraḥ tertian fever disorder due to vāta and pitta tm2 a vātapittatṛtīyakajvaraḥ intermittent remitting fever on every fourth day disorder tm2 a caturthakaviparyaya viṣamajvaraḥ intermittent fever occurring once in a day disorder tm2 a anyedyuṣka viṣamajvaraḥ quartan fever disorder due to kapha tm2 a kaphajacaturthakajvaraḥ quartan fever disorder due to vāta tm2 a vātajacaturthakajvaraḥ periodic fever disorder tm2 b muṟai curam continuous fever disorder due to derangement of sawdā tm2 b ḥummā al rib‘ lāzima intermittent fever disorder tm2 a viṣamajvaraḥ b viṭṭuvarum curam c ḥummā dā’ira c ḥummā nā’iba intermittent fever appearing twice daily disorder tm2 a satata viṣamajvaraḥ quartan fever disorder tm2 a caturthaka viṣamajvaraḥ c ḥummā al rib‘ c ṭaṭrā tertian fever disorder tm2 a tṛtīyaka viṣamajvaraḥ tertian fever disorder due to kapha and pitta tm2 a kaphapittatṛtīyakajvaraḥ tertian fever disorder due to vata and kapha tm2 a vātakaphatṛtīyakajvaraḥ tertian fever disorder due to vāta and pitta tm2 a vātapittatṛtīyakajvaraḥ intermittent remitting fever on every fourth day disorder tm2 a caturthakaviparyaya viṣamajvaraḥ intermittent fever occurring once in a day disorder tm2 a anyedyuṣka viṣamajvaraḥ quartan fever disorder due to kapha tm2 a kaphajacaturthakajvaraḥ quartan fever disorder due to vāta tm2 a vātajacaturthakajvaraḥ periodic fever disorder tm2 b muṟai curam continuous fever disorder due to derangement of sawdā tm2 b ḥummā al rib‘ lāzima
SP58,continuous fever disorder tm2,,,,,continuous fever disorder tm2 a santata c ḥummā dā’ima b viṭāccuram c ḥummā lāzima,,continuous fever disorder tm2 continuous fever disorder tm2 continuous fever disorder tm2 continuous fever disorder tm2 a santata c ḥummā dā’ima b viṭāccuram c ḥummā lāzima continuous fever disorder tm2 a santata c ḥummā dā’ima b viṭāccuram c ḥummā lāzima continuous fever disorder tm2 a santata c ḥummā dā’ima b viṭāccuram c ḥummā lāzima
SP59,fever disorder due to external factor tm2,,,,,fever disorder due to external factor tm2 a āgantujvaraḥ b piṟavaẕi curam c ḥummā al yawm,,fever disorder due to external factor tm2 fever disorder due to external factor tm2 fever disorder due to external factor tm2 fever disorder due to external factor tm2 a āgantujvaraḥ b piṟavaẕi curam c ḥummā al yawm fever disorder due to external factor tm2 a āgantujvaraḥ b piṟavaẕi curam c ḥummā al yawm fever disorder due to external factor tm2 a āgantujvaraḥ b piṟavaẕi curam c ḥummā al yawm
SP5A,inflammation with morbid matter disorder tm2,,,,,inflammation with morbid matter disorder tm2 a vraṇaśophaḥ b aṭipaṭṭa vīkka c waram māddī,,inflammation with morbid matter disorder tm2 inflammation with morbid matter disorder tm2 inflammation with morbid matter disorder tm2 inflammation with morbid matter disorder tm2 a vraṇaśophaḥ b aṭipaṭṭa vīkka c waram māddī inflammation with morbid matter disorder tm2 a vraṇaśophaḥ b aṭipaṭṭa vīkka c waram māddī inflammation with morbid matter disorder tm2 a vraṇaśophaḥ b aṭipaṭṭa vīkka c waram māddī
SP5B,consumptive disorder tm2,,,,,consumptive disorder tm2 a rājayakṣmā b iḷaippu nōy c ḥummā diqqiyya c diqq,,consumptive disorder tm2 consumptive disorder tm2 consumptive disorder tm2 consumptive disorder tm2 a rājayakṣmā b iḷaippu nōy c ḥummā diqqiyya c diqq consumptive disorder tm2 a rājayakṣmā b iḷaippu nōy c ḥummā diqqiyya c diqq consumptive disorder tm2 a rājayakṣmā b iḷaippu nōy c ḥummā diqqiyya c diqq
SP60,diabetes mellitus disorder tm2,,,,,diabetes mellitus disorder tm2 a kṣaudramehaḥ b iṉippu maṇa nīr b nīriḻivu a madhumehaḥ b nīriẕivu c dhayābīṭus c dūlābiya c mu‘aṭṭisha c dawwāriyya c parkāriyya,,diabetes mellitus disorder tm2 diabetes mellitus disorder tm2 diabetes mellitus disorder tm2 diabetes mellitus disorder tm2 a kṣaudramehaḥ b iṉippu maṇa nīr b nīriḻivu a madhumehaḥ b nīriẕivu c dhayābīṭus c dūlābiya c mu‘aṭṭisha c dawwāriyya c parkāriyya diabetes mellitus disorder tm2 a kṣaudramehaḥ b iṉippu maṇa nīr b nīriḻivu a madhumehaḥ b nīriẕivu c dhayābīṭus c dūlābiya c mu‘aṭṭisha c dawwāriyya c parkāriyya diabetes mellitus disorder tm2 a kṣaudramehaḥ b iṉippu maṇa nīr b nīriḻivu a madhumehaḥ b nīriẕivu c dhayābīṭus c dūlābiya c mu‘aṭṭisha c dawwāriyya c parkāriyya
SP61,emaciation disorder tm2,,,,,emaciation disorder tm2 a kārśyam b asvatampa vātam c huzāl,,emaciation disorder tm2 emaciation disorder tm2 emaciation disorder tm2 emaciation disorder tm2 a kārśyam b asvatampa vātam c huzāl emaciation disorder tm2 a kārśyam b asvatampa vātam c huzāl emaciation disorder tm2 a kārśyam b asvatampa vātam c huzāl
SP62,high fat disorder tm2,,,,,high fat disorder tm2 a medovṛddhiḥ b miku koẕuppu nōy,,high fat disorder tm2 high fat disorder tm2 high fat disorder tm2 high fat disorder tm2 a medovṛddhiḥ b miku koẕuppu nōy high fat disorder tm2 a medovṛddhiḥ b miku koẕuppu nōy high fat disorder tm2 a medovṛddhiḥ b miku koẕuppu nōy
SP63,polydipsia disorder tm2,,,,,polydipsia disorder tm2 a tṛṣṇā b nīr vēṭkai nōy c ‘aṭsh mufriṭ thirst disorder due to aiyam tm2 b aiya nīr vēṭkai nōy thirst disorder due to dyspepsia tm2 b ceriyā nīr vēṭkai nōy aggravation of aẕal and increased thirst disorder tm2 b tāka pittam,,polydipsia disorder tm2 polydipsia disorder tm2 polydipsia disorder tm2 polydipsia disorder tm2 a tṛṣṇā b nīr vēṭkai nōy c ‘aṭsh mufriṭ thirst disorder due to aiyam tm2 b aiya nīr vēṭkai nōy thirst disorder due to dyspepsia tm2 b ceriyā nīr vēṭkai nōy aggravation of aẕal and increased thirst disorder tm2 b tāka pittam polydipsia disorder tm2 a tṛṣṇā b nīr vēṭkai nōy c ‘aṭsh mufriṭ thirst disorder due to aiyam tm2 b aiya nīr vēṭkai nōy thirst disorder due to dyspepsia tm2 b ceriyā nīr vēṭkai nōy aggravation of aẕal and increased thirst disorder tm2 b tāka pittam polydipsia disorder tm2 a tṛṣṇā b nīr vēṭkai nōy c ‘aṭsh mufriṭ thirst disorder due to aiyam tm2 b aiya nīr vēṭkai nōy thirst disorder due to dyspepsia tm2 b ceriyā nīr vēṭkai nōy aggravation of aẕal and increased thirst disorder tm2 b tāka pittam
SP64,obesity disorder tm2,,,,,obesity disorder tm2 a medorogaḥ atisthaulyam b atitūla nōy c siman mufriṭ,,obesity disorder tm2 obesity disorder tm2 obesity disorder tm2 obesity disorder tm2 a medorogaḥ atisthaulyam b atitūla nōy c siman mufriṭ obesity disorder tm2 a medorogaḥ atisthaulyam b atitūla nōy c siman mufriṭ obesity disorder tm2 a medorogaḥ atisthaulyam b atitūla nōy c siman mufriṭ
SP70,lipoma disorder tm2,,,,,lipoma disorder tm2 a medojagranthi b koẕuppu kaẕalai c sal‘a shaḥmiyya,,lipoma disorder tm2 lipoma disorder tm2 lipoma disorder tm2 lipoma disorder tm2 a medojagranthi b koẕuppu kaẕalai c sal‘a shaḥmiyya lipoma disorder tm2 a medojagranthi b koẕuppu kaẕalai c sal‘a shaḥmiyya lipoma disorder tm2 a medojagranthi b koẕuppu kaẕalai c sal‘a shaḥmiyya
SP71,benign tumour disorder tm2,,,,,benign tumour disorder tm2 a granthi b naṉmaṟavaikkaṭṭikaḷ c sal‘āt crystal hard tumors disorder tm2 a śarkarārbudaḥ,,benign tumour disorder tm2 benign tumour disorder tm2 benign tumour disorder tm2 benign tumour disorder tm2 a granthi b naṉmaṟavaikkaṭṭikaḷ c sal‘āt crystal hard tumors disorder tm2 a śarkarārbudaḥ benign tumour disorder tm2 a granthi b naṉmaṟavaikkaṭṭikaḷ c sal‘āt crystal hard tumors disorder tm2 a śarkarārbudaḥ benign tumour disorder tm2 a granthi b naṉmaṟavaikkaṭṭikaḷ c sal‘āt crystal hard tumors disorder tm2 a śarkarārbudaḥ
SP72,deep rooted spreading tumour disorder tm2,,,,,deep rooted spreading tumour disorder tm2 a arbudaḥ b vippuruti c saraṭan b puṟṟu nōykaḷ,,deep rooted spreading tumour disorder tm2 deep rooted spreading tumour disorder tm2 deep rooted spreading tumour disorder tm2 deep rooted spreading tumour disorder tm2 a arbudaḥ b vippuruti c saraṭan b puṟṟu nōykaḷ deep rooted spreading tumour disorder tm2 a arbudaḥ b vippuruti c saraṭan b puṟṟu nōykaḷ deep rooted spreading tumour disorder tm2 a arbudaḥ b vippuruti c saraṭan b puṟṟu nōykaḷ
SP90,abscess disorder tm2,,,,,abscess disorder tm2 a vidradhiḥ b kaṭṭi c khurāj c dubayla hiradenitis supparativa disorder tm2 b araiyāppu,,abscess disorder tm2 abscess disorder tm2 abscess disorder tm2 abscess disorder tm2 a vidradhiḥ b kaṭṭi c khurāj c dubayla hiradenitis supparativa disorder tm2 b araiyāppu abscess disorder tm2 a vidradhiḥ b kaṭṭi c khurāj c dubayla hiradenitis supparativa disorder tm2 b araiyāppu abscess disorder tm2 a vidradhiḥ b kaṭṭi c khurāj c dubayla hiradenitis supparativa disorder tm2 b araiyāppu
SP91,generalised oedema disorder tm2,,,,,generalised oedema disorder tm2 a sarvasara śōthaḥ b cōkai c istisqā’ laḥmī b ūtal nōy anasarca,,generalised oedema disorder tm2 generalised oedema disorder tm2 generalised oedema disorder tm2 generalised oedema disorder tm2 a sarvasara śōthaḥ b cōkai c istisqā’ laḥmī b ūtal nōy anasarca generalised oedema disorder tm2 a sarvasara śōthaḥ b cōkai c istisqā’ laḥmī b ūtal nōy anasarca generalised oedema disorder tm2 a sarvasara śōthaḥ b cōkai c istisqā’ laḥmī b ūtal nōy anasarca
SP92,oedema disorder tm2,,,,,oedema disorder tm2 a śvayathuḥ śothaḥ c ūdhīma b vaḷiaiya nōy,,oedema disorder tm2 oedema disorder tm2 oedema disorder tm2 oedema disorder tm2 a śvayathuḥ śothaḥ c ūdhīma b vaḷiaiya nōy oedema disorder tm2 a śvayathuḥ śothaḥ c ūdhīma b vaḷiaiya nōy oedema disorder tm2 a śvayathuḥ śothaḥ c ūdhīma b vaḷiaiya nōy
SP93,impaired immunity disorder tm2,,,,,impaired immunity disorder tm2 a ojovaiṣamyam b iyaṟkai vaṉmai kuṟaivu c ḍu‘f i ḥarārat gharīziyya,,impaired immunity disorder tm2 impaired immunity disorder tm2 impaired immunity disorder tm2 impaired immunity disorder tm2 a ojovaiṣamyam b iyaṟkai vaṉmai kuṟaivu c ḍu‘f i ḥarārat gharīziyya impaired immunity disorder tm2 a ojovaiṣamyam b iyaṟkai vaṉmai kuṟaivu c ḍu‘f i ḥarārat gharīziyya impaired immunity disorder tm2 a ojovaiṣamyam b iyaṟkai vaṉmai kuṟaivu c ḍu‘f i ḥarārat gharīziyya
SP94,inflammation disorder tm2,,,,,inflammation disorder tm2 a vraṇaśōphaḥ b tāpitam c waram hot inflammation disorder tm2 c waram ḥārr cold inflammation disorder tm2 c waram bārid scirrhous inflammation disorder tm2 c saqīrūs inflammation disorder with distension due to rīḥ tm2 c waram rīḥī,,inflammation disorder tm2 inflammation disorder tm2 inflammation disorder tm2 inflammation disorder tm2 a vraṇaśōphaḥ b tāpitam c waram hot inflammation disorder tm2 c waram ḥārr cold inflammation disorder tm2 c waram bārid scirrhous inflammation disorder tm2 c saqīrūs inflammation disorder with distension due to rīḥ tm2 c waram rīḥī inflammation disorder tm2 a vraṇaśōphaḥ b tāpitam c waram hot inflammation disorder tm2 c waram ḥārr cold inflammation disorder tm2 c waram bārid scirrhous inflammation disorder tm2 c saqīrūs inflammation disorder with distension due to rīḥ tm2 c waram rīḥī inflammation disorder tm2 a vraṇaśōphaḥ b tāpitam c waram hot inflammation disorder tm2 c waram ḥārr cold inflammation disorder tm2 c waram bārid scirrhous inflammation disorder tm2 c saqīrūs inflammation disorder with distension due to rīḥ tm2 c waram rīḥī
SP95,excessive yawning disorder tm2,,,,,excessive yawning disorder tm2 a jr̥mbhā b koṭṭāvi c kathra al tathā’ub,,excessive yawning disorder tm2 excessive yawning disorder tm2 excessive yawning disorder tm2 excessive yawning disorder tm2 a jr̥mbhā b koṭṭāvi c kathra al tathā’ub excessive yawning disorder tm2 a jr̥mbhā b koṭṭāvi c kathra al tathā’ub excessive yawning disorder tm2 a jr̥mbhā b koṭṭāvi c kathra al tathā’ub
SP96,laziness disorder tm2,,,,,laziness disorder tm2 a ālasyam c lawā o fayḥadhaj c bījīdhaq c al lawā,,laziness disorder tm2 laziness disorder tm2 laziness disorder tm2 laziness disorder tm2 a ālasyam c lawā o fayḥadhaj c bījīdhaq c al lawā laziness disorder tm2 a ālasyam c lawā o fayḥadhaj c bījīdhaq c al lawā laziness disorder tm2 a ālasyam c lawā o fayḥadhaj c bījīdhaq c al lawā
SP97,severe fatigue disorder tm2,,,,,severe fatigue disorder tm2 a klamaḥ b aẕal cūlai,,severe fatigue disorder tm2 severe fatigue disorder tm2 severe fatigue disorder tm2 severe fatigue disorder tm2 a klamaḥ b aẕal cūlai severe fatigue disorder tm2 a klamaḥ b aẕal cūlai severe fatigue disorder tm2 a klamaḥ b aẕal cūlai
SP98,syncope disorder tm2,,,,,syncope disorder tm2 a mūrcchā b mūrccai c ghashī syncope disorder due to vata tm2 a vataja mūrcchā syncope disorder due to pitta tm2 a pittaja mūrcchā syncope disorder due to kapha tm2 a kaphaja mūrcchā syncope disorder due to all the three dosha tm2 a sannipataja mūrcchā syncope disorder due to vitiated blood tm2 a raktaka mūrcchā syncope disorder due to alcohol intake tm2 a madyaja mūrcchā syncope disorder due to poisoning tm2 a vishaja mūrcchā syncope disorder due to fatigue tm2 a glanija mūrcchā fainting disorder due to hysteria tm2 c ghashī az ikhtināq al raḥim c ghashī ikhtināqī fainting disorder due to poisoning tm2 c ghashī sammī fainting disorder due to severe starvation tm2 c ghashī jū‘ī fainting disorder due to congestion tm2 c ghashī imtilā’ī fainting disorder after fullness of stomach tm2 c ghashī mi‘dī aggravated aiyam with fainting and mutism disorder tm2 b nittiya cilēṭṭumam neurogenic vasovagal reflex disorder tm2 c ghashī waja‘ī o waramī fainting disorder due to obstruction in the vessels tm2 c ghashī suddī syncope disorder due to derangement of temperament tm2 c ghashī sū’ i mizājī fainting disorder due to fever tm2 c ghashī ḥummī blackout disorder tm2 a tamapraveśaḥ a tamaḥ atidarśanam fainting disorder due to vata tm2 a tamaḥ,,syncope disorder tm2 syncope disorder tm2 syncope disorder tm2 syncope disorder tm2 a mūrcchā b mūrccai c ghashī syncope disorder due to vata tm2 a vataja mūrcchā syncope disorder due to pitta tm2 a pittaja mūrcchā syncope disorder due to kapha tm2 a kaphaja mūrcchā syncope disorder due to all the three dosha tm2 a sannipataja mūrcchā syncope disorder due to vitiated blood tm2 a raktaka mūrcchā syncope disorder due to alcohol intake tm2 a madyaja mūrcchā syncope disorder due to poisoning tm2 a vishaja mūrcchā syncope disorder due to fatigue tm2 a glanija mūrcchā fainting disorder due to hysteria tm2 c ghashī az ikhtināq al raḥim c ghashī ikhtināqī fainting disorder due to poisoning tm2 c ghashī sammī fainting disorder due to severe starvation tm2 c ghashī jū‘ī fainting disorder due to congestion tm2 c ghashī imtilā’ī fainting disorder after fullness of stomach tm2 c ghashī mi‘dī aggravated aiyam with fainting and mutism disorder tm2 b nittiya cilēṭṭumam neurogenic vasovagal reflex disorder tm2 c ghashī waja‘ī o waramī fainting disorder due to obstruction in the vessels tm2 c ghashī suddī syncope disorder due to derangement of temperament tm2 c ghashī sū’ i mizājī fainting disorder due to fever tm2 c ghashī ḥummī blackout disorder tm2 a tamapraveśaḥ a tamaḥ atidarśanam fainting disorder due to vata tm2 a tamaḥ syncope disorder tm2 a mūrcchā b mūrccai c ghashī syncope disorder due to vata tm2 a vataja mūrcchā syncope disorder due to pitta tm2 a pittaja mūrcchā syncope disorder due to kapha tm2 a kaphaja mūrcchā syncope disorder due to all the three dosha tm2 a sannipataja mūrcchā syncope disorder due to vitiated blood tm2 a raktaka mūrcchā syncope disorder due to alcohol intake tm2 a madyaja mūrcchā syncope disorder due to poisoning tm2 a vishaja mūrcchā syncope disorder due to fatigue tm2 a glanija mūrcchā fainting disorder due to hysteria tm2 c ghashī az ikhtināq al raḥim c ghashī ikhtināqī fainting disorder due to poisoning tm2 c ghashī sammī fainting disorder due to severe starvation tm2 c ghashī jū‘ī fainting disorder due to congestion tm2 c ghashī imtilā’ī fainting disorder after fullness of stomach tm2 c ghashī mi‘dī aggravated aiyam with fainting and mutism disorder tm2 b nittiya cilēṭṭumam neurogenic vasovagal reflex disorder tm2 c ghashī waja‘ī o waramī fainting disorder due to obstruction in the vessels tm2 c ghashī suddī syncope disorder due to derangement of temperament tm2 c ghashī sū’ i mizājī fainting disorder due to fever tm2 c ghashī ḥummī blackout disorder tm2 a tamapraveśaḥ a tamaḥ atidarśanam fainting disorder due to vata tm2 a tamaḥ syncope disorder tm2 a mūrcchā b mūrccai c ghashī syncope disorder due to vata tm2 a vataja mūrcchā syncope disorder due to pitta tm2 a pittaja mūrcchā syncope disorder due to kapha tm2 a kaphaja mūrcchā syncope disorder due to all the three dosha tm2 a sannipataja mūrcchā syncope disorder due to vitiated blood tm2 a raktaka mūrcchā syncope disorder due to alcohol intake tm2 a madyaja mūrcchā syncope disorder due to poisoning tm2 a vishaja mūrcchā syncope disorder due to fatigue tm2 a glanija mūrcchā fainting disorder due to hysteria tm2 c ghashī az ikhtināq al raḥim c ghashī ikhtināqī fainting disorder due to poisoning tm2 c ghashī sammī fainting disorder due to severe starvation tm2 c ghashī jū‘ī fainting disorder due to congestion tm2 c ghashī imtilā’ī fainting disorder after fullness of stomach tm2 c ghashī mi‘dī aggravated aiyam with fainting and mutism disorder tm2 b nittiya cilēṭṭumam neurogenic vasovagal reflex disorder tm2 c ghashī waja‘ī o waramī fainting disorder due to obstruction in the vessels tm2 c ghashī suddī syncope disorder due to derangement of temperament tm2 c ghashī sū’ i mizājī fainting disorder due to fever tm2 c ghashī ḥummī blackout disorder tm2 a tamapraveśaḥ a tamaḥ atidarśanam fainting disorder due to vata tm2 a tamaḥ
